query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPG27_RS00120	HP0020	carboxynorspermidine decarboxylase NspC	NC_000915	19342..20559	0	828.165	97.5	99.3	100.0	100.0	1.0
HPG27_RS00125	HP0021	lipid A 1-phosphatase	NC_000915	complement(20569..21141)	2.2e-136	375.17	96.8	98.9	99.0	99.5	1.0
HPG27_RS00130	HP0022	lipid A phosphoethanolamine transferase	NC_000915	complement(21152..22717)	0	1026.93	96.7	98.5	100.0	100.0	1.0
HPG27_RS00135	HP0024	hypothetical protein	NC_000915	22903..22995	3.5e-15	56.6102	96.7	96.7	100.0	100.0	1.0
HPG27_RS00140	HP0025	membrane protein	NC_000915	complement(23324..25459)	0	1351.27	95.6	97.5	100.0	100.0	1.0
HPG27_RS00145	HP0026	type II citrate synthase	NC_000915	complement(26078..27358)	0	884.789	99.5	100.0	100.0	100.0	1.0
HPG27_RS00150	HP0027	isocitrate dehydrogenase	NC_000915	27557..28834	0	867.455	99.1	99.5	100.0	100.0	1.0
HPG27_RS00155	HP0028	hypothetical protein	NC_000915	28901..29434	1.9e-125	346.28	94.3	97.1	100.0	98.9	1.0
HPG27_RS00160	HP0029	ATP-dependent dethiobiotin synthetase BioD	NC_000915	complement(29411..30067)	1.3e-148	408.297	92.2	95.0	100.0	100.0	1.0
HPG27_RS00165	HP0030	hypothetical protein	NC_000915	complement(30071..31852)	0	657.907	58.9	72.7	100.0	100.0	1.0
HPG27_RS00170	HP0031	universal stress protein	NC_000915	31961..32374	4.8e-99	276.559	100.0	100.0	100.0	100.0	1.0
HPG27_RS00175	HP0032	ATP-dependent Clp protease adapter protein	NC_000915	32405..32680	3.6e-65	187.193	97.8	98.9	100.0	100.0	1.0
HPG27_RS00180	HP0033	ATP-dependent Clp protease ATP-binding subunit ClpA	NC_000915	32680..34905	0	1479.92	99.1	99.3	100.0	100.0	1.0
HPG27_RS00185	HP0034	aspartate 1-decarboxylase	NC_000915	34895..35248	3.0e-81	229.95	97.4	99.1	100.0	100.0	1.0
HPG27_RS00190	HP0035	nucleoid-associated protein	NC_000915	35251..35544	1.0e-64	186.808	97.0	97.0	100.0	100.0	1.0
HPG27_RS00195	HP0036	PDZ domain-containing protein	NC_000915	35544..36548	0	626.32	92.2	95.2	100.0	100.0	1.0
HPG27_RS00200	HP0037	hypothetical protein	NC_000915	36556..37611	0	659.448	96.6	97.4	100.0	100.0	1.0
HPG27_RS00205	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00210	HP0038	type IV secretory pathway protein	NC_000915	37738..38475	1.2e-178	486.493	97.2	98.4	100.0	100.0	1.0
HPG27_RS00215	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00220	HP0527	cag pathogenicity island protein cag7	NC_000915	complement(554206..559989)	1.0e-10	58.9214	30.1	45.1	48.9	9.9	1.0
HPG27_RS00225	HP0043	mannose-6-phosphate isomerase	NC_000915	40651..42063	0	922.539	95.5	98.9	99.2	99.6	1.0
HPG27_RS00230	HP0044	GDP-D-mannose dehydratase	NC_000915	42105..43250	0	774.622	97.9	98.7	100.0	100.0	1.0
HPG27_RS00235	HP0045	nodulation protein NolK	NC_000915	43243..44175	0	613.224	97.1	98.1	100.0	100.0	1.0
HPG27_RS00240	HP1095	IS605 transposase TnpB	NC_000915	complement(1156724..1158007)	0	843.958	94.6	97.2	100.0	100.0	0.0
HPG27_RS00245	HP1535	IS605 transposase TnpA	NC_000915	1614354..1614782	1.1e-87	247.284	95.9	96.7	100.0	86.6	0.0
HPG27_RS00255	HP0047	hydrogenase expression/formation protein HypE	NC_000915	complement(45041..46039)	0	648.662	97.0	98.5	100.0	100.0	1.0
HPG27_RS00260	HP0048	[NiFe] hydrogenase maturation protein HypF	NC_000915	complement(46042..48351)	0	1436.01	93.7	96.4	100.0	97.5	1.0
HPG27_RS00265	HP0049	agmatine deiminase	NC_000915	complement(48291..49283)	0	652.899	94.5	96.7	100.0	100.0	1.0
HPG27_RS00270	HP0050	adenine-specific DNA methyltransferase	NC_000915	complement(49335..50033)	4.4e-172	468.774	96.6	98.3	100.0	100.0	1.0
HPG27_RS00275	HP0051	cytosine specific DNA methyltransferase	NC_000915	complement(50030..51097)	0	713.375	97.5	98.3	100.0	100.0	1.0
HPG27_RS00295	HP0055	sodium/proline symporter	NC_000915	complement(56224..57714)	0	970.304	98.6	99.4	100.0	100.0	1.0
HPG27_RS00300	HP0056	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	NC_000915	complement(57741..61298)	0	2400.55	97.7	99.0	100.0	100.0	1.0
HPG27_RS00305	HP0057	hypothetical protein	NC_000915	61619..61828	1.6e-45	135.961	91.3	94.2	100.0	100.0	1.0
HPG27_RS00310	HP0059	hypothetical protein	NC_000915	63145..63999	1.1e-06	43.8986	45.3	67.2	27.5	22.5	0.0
HPG27_RS00315	HP0059	hypothetical protein	NC_000915	63145..63999	3.7e-113	322.398	69.4	74.5	99.6	97.2	1.0
HPG27_RS00325	HP0061	hypothetical protein	NC_000915	66454..67023	3.9e-122	338.961	87.8	92.1	100.0	100.0	1.0
HPG27_RS00330	HP0062	hypothetical protein	NC_000915	67039..67299	6.8e-48	143.28	82.6	90.7	100.0	100.0	1.0
HPG27_RS00340	HP0064	hypothetical protein	NC_000915	68770..69189	1.8e-87	247.284	86.5	91.5	100.0	100.0	1.0
HPG27_RS00345	HP0065	hypothetical protein	NC_000915	69191..69544	7.7e-75	213.772	89.7	94.9	100.0	100.0	1.0
HPG27_RS00355	HP0067	urease accessory protein UreH	NC_000915	complement(72021..72818)	0	536.184	96.2	97.7	100.0	100.0	1.0
HPG27_RS00360	HP0068	urease accessory protein UreG	NC_000915	complement(72818..73417)	1.5e-148	406.757	100.0	100.0	100.0	100.0	1.0
HPG27_RS00370	HP0070	urease accessory protein UreE	NC_000915	complement(74233..74745)	2.8e-124	342.813	98.8	100.0	100.0	100.0	1.0
HPG27_RS00375	HP0071	acid-activated urea channel protein	NC_000915	complement(74747..75334)	1.9e-139	383.259	97.9	100.0	100.0	100.0	1.0
HPG27_RS00380	HP0072	urease subunit beta	NC_000915	complement(75527..77236)	0	1174.46	99.8	99.8	100.0	100.0	1.0
HPG27_RS00385	HP0073	urease subunit alpha	NC_000915	complement(77240..77956)	3.0e-177	482.641	100.0	100.0	99.6	100.0	1.0
HPG27_RS00395	HP0074	lipoprotein signal peptidase	NC_000915	complement(78302..78775)	1.2e-92	261.922	94.3	98.7	100.0	100.0	1.0
HPG27_RS00400	HP0075	phosphoglucosamine mutase	NC_000915	complement(78769..80106)	0	896.73	98.0	99.6	100.0	100.0	1.0
HPG27_RS00405	HP0076	30S ribosomal protein S20	NC_000915	80196..80465	8.5e-58	168.318	97.8	100.0	100.0	100.0	1.0
HPG27_RS00410	HP0077	peptide chain release factor 1	NC_000915	80589..81647	0	703.745	98.9	99.7	100.0	100.0	1.0
HPG27_RS00420	HP0079	membrane protein	NC_000915	82326..84113	5.1e-146	415.231	97.0	97.5	97.6	33.8	1.0
HPG27_RS00425	HP0080	hypothetical protein	NC_000915	84359..86140	0	832.402	92.1	94.1	93.8	93.4	1.0
HPG27_RS00435	HP0083	30S ribosomal protein S9	NC_000915	complement(88833..89222)	6.5e-94	262.692	100.0	100.0	100.0	100.0	1.0
HPG27_RS00440	HP0084	50S ribosomal protein L13	NC_000915	complement(89219..89644)	1.5e-103	288.115	99.3	99.3	100.0	100.0	1.0
HPG27_RS00445	HP0085	hypothetical protein	NC_000915	complement(89957..90145)	9.4e-35	108.227	90.3	96.8	100.0	100.0	1.0
HPG27_RS00450	HP0086	malate:quinone oxidoreductase	NC_000915	complement(90152..91504)	0	925.62	99.8	100.0	100.0	100.0	1.0
HPG27_RS00455	HP0087	hypothetical protein	NC_000915	complement(91558..92931)	0	919.842	96.9	97.6	100.0	100.0	1.0
HPG27_RS00460	HP0088	RNA polymerase sigma factor RpoD	NC_000915	complement(92952..94967)	0	1302.35	96.6	97.4	100.0	100.0	1.0
HPG27_RS00465	HP0089	aminodeoxyfutalosine nucleosidase	NC_000915	complement(95191..95886)	2.7e-164	449.129	97.0	98.3	100.0	100.0	1.0
HPG27_RS00470	HP0090	malonyl CoA-ACP transacylase	NC_000915	complement(95897..96826)	0	630.558	99.0	99.4	100.0	100.0	1.0
HPG27_RS00485	HP0092	type II restriction-modification system methyltransferase	NC_000915	98083..98916	0	551.592	96.8	98.2	100.0	100.0	1.0
HPG27_RS00490	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00495	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00500	HP0095	hypothetical protein	NC_000915	complement(99939..100469)	3.6e-123	340.502	96.6	98.3	100.0	100.0	1.0
HPG27_RS00505	HP0096	2-hydroxyacid dehydrogenase	NC_000915	100542..101486	0	606.29	95.2	97.5	100.0	100.0	1.0
HPG27_RS00510	HP0097	hypothetical protein	NC_000915	complement(101643..102356)	7.8e-174	473.781	98.3	99.6	99.6	99.6	1.0
HPG27_RS00515	HP0098	threonine synthase	NC_000915	complement(102461..103921)	0	954.125	96.3	97.5	100.0	100.0	1.0
HPG27_RS00520	HP0099	methyl-accepting chemotaxis protein TlpA	NC_000915	104125..106152	0	1306.97	96.9	97.8	100.0	100.0	1.0
HPG27_RS00525	HP0100	hypothetical protein	NC_000915	106152..107258	0	719.924	95.7	97.6	100.0	100.0	1.0
HPG27_RS00530	HP0101	membrane protein	NC_000915	107471..108232	0	501.901	97.6	98.8	100.0	100.0	1.0
HPG27_RS00535	HP0102	glycosyltransferase	NC_000915	complement(108215..108994)	0	501.13	94.6	97.7	100.0	100.0	1.0
HPG27_RS00540	HP0103	methyl-accepting chemotaxis protein TlpB	NC_000915	complement(109025..110722)	0	1113.21	97.2	97.9	100.0	100.0	1.0
HPG27_RS00545	HP0104	2',3'-cyclic-nucleotide 2'-phosphodiesterase	NC_000915	complement(110928..112673)	0	1088.95	95.9	98.3	100.0	100.0	1.0
HPG27_RS00550	HP0105	S-ribosylhomocysteinase	NC_000915	complement(112828..113280)	7.8e-113	312.383	97.3	100.0	96.8	100.0	1.0
HPG27_RS00555	HP0106	cystathionine gamma-synthase	NC_000915	complement(113333..114475)	0	765.763	97.9	98.4	100.0	100.0	1.0
HPG27_RS00560	HP0107	cysteine synthetase CysK	NC_000915	complement(114500..115420)	0	585.489	95.4	97.4	100.0	99.7	1.0
HPG27_RS00565	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00570	HP0109	molecular chaperone DnaK	NC_000915	complement(116362..118224)	0	1235.32	99.2	100.0	100.0	100.0	1.0
HPG27_RS00575	HP0110	heat shock protein GrpE	NC_000915	complement(118254..118823)	3.8e-128	354.369	94.8	96.9	100.0	100.0	1.0
HPG27_RS00580	HP0111	heat-inducible transcription repressor	NC_000915	complement(118823..119653)	0	541.191	96.7	98.6	100.0	100.0	1.0
HPG27_RS00585	HP0112	hypothetical protein	NC_000915	119980..120675	8.5e-159	434.491	98.6	98.6	100.0	91.8	1.0
HPG27_RS00590	HP0113	hypothetical protein	NC_000915	120696..120992	2.4e-64	185.652	93.9	93.9	100.0	100.0	1.0
HPG27_RS00595	HP0114	hypothetical protein	NC_000915	complement(121002..122888)	0	1248.42	97.3	98.7	100.0	99.8	1.0
HPG27_RS00600	HP0115	flagellin B	NC_000915	complement(122948..124492)	0	1015.76	99.8	99.8	100.0	100.0	1.0
HPG27_RS00605	HP0116	DNA topoisomerase I	NC_000915	124658..126868	0	1476.46	98.4	99.0	100.0	100.0	1.0
HPG27_RS00610	HP0117	hypothetical protein	NC_000915	126861..127787	0	603.979	97.4	98.7	100.0	100.0	1.0
HPG27_RS00615	HP0120	hypothetical protein	NC_000915	complement(131053..132249)	0	686.411	87.6	90.1	100.0	95.7	1.0
HPG27_RS00620	HP0121	phosphoenolpyruvate synthase	NC_000915	complement(132346..134784)	0	1670.6	99.5	99.9	99.8	99.8	1.0
HPG27_RS00625	HP0122	hypothetical protein	NC_000915	134971..135102	1.6e-19	67.781	100.0	100.0	100.0	74.4	1.0
HPG27_RS00630	HP0123	threonine--tRNA ligase	NC_000915	135142..136980	0	1235.71	98.4	99.2	100.0	100.0	1.0
HPG27_RS00635	HP0124	translation initiation factor IF-3	NC_000915	136977..137588	9.5e-148	404.831	97.5	98.5	100.0	100.0	1.0
HPG27_RS00640	HP0125	50S ribosomal protein L35	NC_000915	137569..137763	5.1e-42	126.716	100.0	100.0	100.0	100.0	1.0
HPG27_RS00645	HP0126	50S ribosomal protein L20	NC_000915	137857..138207	7.4e-83	233.802	99.1	100.0	100.0	100.0	1.0
HPG27_RS00650	HP0127	membrane protein	NC_000915	138407..139267	0	584.719	99.0	99.7	100.0	100.0	1.0
HPG27_RS00655	HP0128	hypothetical protein	NC_000915	139319..139444	8.5e-19	66.2402	78.0	87.8	100.0	100.0	1.0
HPG27_RS00660	HP0129	hypothetical protein	NC_000915	139617..140042	9.0e-97	271.166	93.7	96.5	100.0	100.0	1.0
HPG27_RS00665	HP0130	hypothetical protein	NC_000915	140453..141313	0	523.857	95.5	97.9	100.0	100.0	1.0
HPG27_RS00670	HP0132	L-serine deaminase SdaA	NC_000915	complement(142227..143594)	0	898.271	97.1	98.5	100.0	100.0	1.0
HPG27_RS00675	HP0133	serine transporter SdaC	NC_000915	complement(143594..144835)	0	821.231	98.8	99.5	100.0	100.0	1.0
HPG27_RS00680	HP0134	phospho-2-dehydro-3-deoxyheptonate aldolase	NC_000915	145016..146365	0	918.687	97.3	99.1	100.0	100.0	1.0
HPG27_RS00685	HP0135	hypothetical protein	NC_000915	146444..146578	1.9e-28	90.8929	100.0	100.0	100.0	100.0	1.0
HPG27_RS00690	HP0136	peroxiredoxin bcp	NC_000915	complement(146813..147271)	2.7e-112	311.227	98.7	100.0	100.0	100.0	1.0
HPG27_RS00695	HP0137	hypothetical protein	NC_000915	complement(147281..147916)	5.5e-154	421.394	98.1	99.5	100.0	100.0	1.0
HPG27_RS00700	HP0138	iron-sulfur cluster-binding protein	NC_000915	complement(147909..149354)	0	989.949	99.2	99.6	100.0	100.0	1.0
HPG27_RS00705	HP0139	hypothetical protein	NC_000915	complement(149383..150111)	0	498.434	99.2	99.6	100.0	100.0	1.0
HPG27_RS00710	HP0140	L-lactate permease LctP	NC_000915	150342..151991	0	1058.9	98.7	99.5	99.8	99.8	1.0
HPG27_RS00715	HP0141	L-lactate permease LctP	NC_000915	152048..153703	0	1060.44	98.2	98.9	100.0	100.0	1.0
HPG27_RS00720	HP0142	DNA glycosylase MutY	NC_000915	complement(153727..154713)	0	554.673	94.5	97.2	100.0	88.1	1.0
HPG27_RS00725	HP0214	carboxylate transporter	NC_000915	222220..223878	1.7e-08	51.9878	26.2	39.6	77.0	76.3	0.0
HPG27_RS00730	HP0144	cbb3-type cytochrome c oxidase subunit I	NC_000915	156334..157800	0	976.467	99.6	100.0	100.0	100.0	1.0
HPG27_RS00735	HP0145	cbb3-type cytochrome c oxidase subunit II	NC_000915	157813..158511	1.3e-176	480.33	99.1	99.1	100.0	100.0	1.0
HPG27_RS00740	HP0146	cbb3-type cytochrome c oxidase subunit IV	NC_000915	158519..158740	7.5e-48	142.124	94.4	98.6	100.0	98.6	1.0
HPG27_RS00745	HP0147	cbb3-type cytochrome c oxidase subunit III	NC_000915	158742..159602	0	578.556	99.3	99.6	95.9	97.9	1.0
HPG27_RS00750	HP0148	hypothetical protein	NC_000915	159630..159836	2.8e-46	137.502	100.0	100.0	100.0	100.0	1.0
HPG27_RS00755	HP0149	hypothetical protein	NC_000915	159937..160521	4.0e-115	322.013	90.4	92.9	100.0	100.0	1.0
HPG27_RS00765	HP0151	membrane protein	NC_000915	161157..161969	2.1e-175	479.945	98.0	98.4	100.0	94.4	1.0
HPG27_RS00770	HP0152	hypothetical protein	NC_000915	complement(161966..162829)	0	573.933	97.9	98.6	100.0	100.0	1.0
HPG27_RS00775	HP0153	recombinase RecA	NC_000915	162928..163971	0	697.197	99.4	100.0	100.0	100.0	1.0
HPG27_RS00780	HP0154	enolase	NC_000915	163983..165263	0	853.203	97.7	99.5	100.0	100.0	1.0
HPG27_RS00785	HP0155	hypothetical protein	NC_000915	165256..165531	1.2e-60	175.637	97.8	98.9	100.0	100.0	1.0
HPG27_RS00790	HP0156	hypothetical protein	NC_000915	165543..166145	5.2e-132	364.77	94.9	97.0	100.0	99.0	1.0
HPG27_RS00795	HP0157	shikimate kinase	NC_000915	166150..166638	1.1e-115	320.472	98.8	100.0	100.0	100.0	1.0
HPG27_RS00800	HP0158	membrane protein	NC_000915	166660..167616	0	644.81	99.1	100.0	100.0	100.0	1.0
HPG27_RS00805	HP0159	lipopolysaccharide 1,2-glucosyltransferase RfaJ	NC_000915	complement(167613..168731)	0	702.975	92.5	94.9	100.0	100.0	1.0
HPG27_RS00810	HP0160	beta-lactamase HcpD	NC_000915	168882..169802	0	589.726	93.8	96.7	100.0	100.0	1.0
HPG27_RS00820	HP0162	transcriptional regulator	NC_000915	complement(170704..171426)	1.5e-176	480.715	98.8	99.6	100.0	100.0	1.0
HPG27_RS00825	HP0163	delta-aminolevulinic acid dehydratase	NC_000915	complement(171427..172398)	0	650.203	97.5	98.5	100.0	100.0	1.0
HPG27_RS00830	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00835	HP0166	response regulator OmpR	NC_000915	complement(173778..174455)	5.2e-164	447.973	99.6	99.6	100.0	100.0	1.0
HPG27_RS00840	HP0167	hypothetical protein	NC_000915	complement(174691..175164)	1.7e-89	253.832	85.4	89.2	100.0	97.5	1.0
HPG27_RS00845	HP0168	hypothetical protein	NC_000915	complement(175143..175406)	6.3e-56	163.696	93.1	95.4	100.0	100.0	1.0
HPG27_RS00850	HP0169	protease	NC_000915	complement(175453..176721)	0	854.358	98.8	99.0	98.6	99.5	1.0
HPG27_RS00855	HP0170	hypothetical protein	NC_000915	complement(176724..177485)	1.9e-172	471.085	92.5	93.3	100.0	100.0	1.0
HPG27_RS00860	HP0171	peptide chain release factor 2	NC_000915	complement(177560..178651)	0	735.717	98.6	99.2	100.0	100.0	1.0
HPG27_RS00865	HP0172	molybdopterin biosynthesis protein MoeA	NC_000915	complement(178712..179887)	0	758.059	95.7	98.0	100.0	100.0	1.0
HPG27_RS00870	HP0173	flagellar biosynthesis protein FliR	NC_000915	complement(179897..180664)	4.9e-180	490.73	98.8	99.6	100.0	100.0	1.0
HPG27_RS00875	HP0174	hypothetical protein	NC_000915	complement(180658..181434)	1.5e-170	466.463	97.5	98.3	100.0	93.8	1.0
HPG27_RS00880	HP0175	peptidylprolyl isomerase	NC_000915	181865..182764	0	602.438	98.3	99.3	100.0	100.0	1.0
HPG27_RS00885	HP0176	fructose-bisphosphate aldolase	NC_000915	182781..183704	0	619.002	98.7	99.3	100.0	100.0	1.0
HPG27_RS00890	HP0177	elongation factor P	NC_000915	183726..184289	1.4e-139	382.874	100.0	100.0	100.0	100.0	1.0
HPG27_RS00895	HP0178	pseudaminic acid synthase	NC_000915	complement(184798..185820)	0	663.685	95.3	98.2	100.0	100.0	1.0
HPG27_RS00900	HP0179	ABC transporter ATP-binding protein	NC_000915	complement(185824..186465)	3.2e-152	417.157	96.7	99.1	100.0	100.0	1.0
HPG27_RS00905	HP0180	apolipoprotein N-acyltransferase	NC_000915	complement(186462..187739)	0	820.461	96.2	98.4	100.0	100.0	1.0
HPG27_RS00910	HP0181	CvpA family protein	NC_000915	187997..188671	6.9e-161	440.269	96.9	99.1	96.1	100.0	1.0
HPG27_RS00915	HP0182	lysine--tRNA ligase	NC_000915	188681..190186	0	1006.9	97.6	98.8	100.0	100.0	1.0
HPG27_RS00920	HP0183	serine hydroxymethyltransferase	NC_000915	190186..191436	0	846.269	98.6	99.0	100.0	100.0	1.0
HPG27_RS00925	HP0184	hypothetical protein	NC_000915	191447..191989	2.3e-136	374.4	100.0	100.0	100.0	100.0	1.0
HPG27_RS00930	HP0185	hypothetical protein	NC_000915	192011..192814	1.2e-168	462.996	92.9	94.1	100.0	100.0	1.0
HPG27_RS00935	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00940	HP0186	hypothetical protein	NC_000915	complement(193210..194424)	0	629.017	82.2	90.4	97.6	100.0	1.0
HPG27_RS00945	HP0629	hypothetical protein	NC_000915	675124..677169	6.8e-04	32.7278	44.7	61.7	48.4	6.8	0.0
HPG27_RS00955	HP0189	hypothetical protein	NC_000915	195057..195590	1.9e-125	346.28	98.9	99.4	100.0	100.0	1.0
HPG27_RS00960	HP0190	hypothetical protein	NC_000915	complement(195596..197104)	0	1009.59	98.4	98.8	100.0	100.0	1.0
HPG27_RS00965	HP0191	fumarate reductase iron-sulfur subunit	NC_000915	complement(197126..197863)	0	505.753	98.8	100.0	100.0	100.0	1.0
HPG27_RS00970	HP0192	fumarate reductase flavoprotein subunit	NC_000915	complement(197856..200000)	0	1478.0	99.2	99.7	100.0	100.0	1.0
HPG27_RS00975	HP0193	fumarate reductase cytochrome b-556 subunit	NC_000915	complement(200010..200777)	0	511.916	99.2	100.0	100.0	100.0	1.0
HPG27_RS00980	HP0194	triosephosphate isomerase	NC_000915	200992..201696	1.2e-168	460.299	95.3	97.0	100.0	100.0	1.0
HPG27_RS00985	HP0195	enoyl-ACP reductase	NC_000915	201706..202533	0	552.362	99.3	99.6	99.6	99.6	1.0
HPG27_RS00990	HP0196	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	NC_000915	202543..203553	0	671.774	97.9	99.1	100.0	100.0	1.0
HPG27_RS00995	HP0197	S-adenosylmethionine synthetase	NC_000915	203618..204775	0	793.497	99.2	99.7	100.0	100.0	1.0
HPG27_RS01000	HP0198	nucleoside diphosphate kinase	NC_000915	204842..205255	5.6e-99	276.174	99.3	100.0	100.0	100.0	1.0
HPG27_RS01005	HP0199	hypothetical protein	NC_000915	205281..205637	1.7e-84	238.039	99.2	100.0	100.0	100.0	1.0
HPG27_RS01010	HP0200	50S ribosomal protein L32	NC_000915	205653..205799	1.9e-30	96.2857	95.8	97.9	100.0	100.0	1.0
HPG27_RS01015	HP0201	glycerol-3-phosphate acyltransferase PlsX	NC_000915	205874..206890	0	673.7	98.2	98.5	100.0	99.7	1.0
HPG27_RS01020	HP0202	3-oxoacyl-ACP synthase	NC_000915	206915..207910	0	671.774	98.8	99.4	100.0	99.7	1.0
HPG27_RS01030	HP0204	hypothetical protein	NC_000915	complement(208866..209249)	5.5e-89	250.366	95.3	98.4	100.0	100.0	1.0
HPG27_RS01035	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS01040	HP0207	multiple resistance/pH adaption protein mrp	NC_000915	212141..213379	0	736.102	97.8	99.5	100.0	89.3	1.0
HPG27_RS01045	HP0208	lipopolysaccharide biosynthesis protein	NC_000915	complement(213393..214448)	0	585.489	87.2	91.2	100.0	100.0	1.0
HPG27_RS01050	HP0159	lipopolysaccharide 1,2-glucosyltransferase RfaJ	NC_000915	complement(167613..168731)	1.4e-12	54.6842	65.8	78.9	97.4	10.2	0.0
HPG27_RS01055	HP0209	membrane protein	NC_000915	214745..216097	0	886.33	94.7	98.2	100.0	100.0	1.0
HPG27_RS01060	HP0210	chaperone protein HtpG	NC_000915	216201..218066	0	1229.93	97.4	99.4	100.0	100.0	1.0
HPG27_RS01065	HP0211	beta-lactamase HcpA	NC_000915	complement(218266..219018)	1.5e-179	489.189	97.6	98.4	100.0	100.0	1.0
HPG27_RS01070	HP0212	succinyl-diaminopimelate desuccinylase	NC_000915	complement(219098..220249)	0	730.709	93.3	96.1	99.7	99.7	1.0
HPG27_RS01075	HP0213	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA	NC_000915	complement(220259..222124)	0	1246.88	97.4	99.4	100.0	100.0	1.0
HPG27_RS01080	HP0214	carboxylate transporter	NC_000915	222220..223878	0	1073.15	96.9	99.3	100.0	100.0	1.0
HPG27_RS01085	HP0215	phosphatidate cytidylyltransferase	NC_000915	223891..224691	0	498.819	96.2	97.0	100.0	100.0	1.0
HPG27_RS01090	HP0216	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NC_000915	224692..225798	0	684.1	93.1	97.0	99.5	98.9	1.0
HPG27_RS01095	HP0218	phospholipid-binding protein	NC_000915	complement(227007..227558)	1.2e-134	370.163	96.2	97.8	100.0	100.0	1.0
HPG27_RS01100	HP0219	DNA-binding protein	NC_000915	227686..228165	1.2e-109	304.679	97.4	98.0	100.0	96.2	1.0
HPG27_RS01105	HP0220	cysteine desulfurase	NC_000915	228339..229502	0	796.193	99.5	99.7	100.0	100.0	1.0
HPG27_RS01110	HP0221	nitrogen fixation protein NifU	NC_000915	229524..230504	0	664.07	99.4	99.7	100.0	100.0	1.0
HPG27_RS01115	HP0222	hypothetical protein	NC_000915	230651..230872	2.3e-47	140.969	95.9	97.3	94.8	100.0	1.0
HPG27_RS01120	HP0223	DNA repair protein RadA	NC_000915	230973..232343	0	897.886	98.2	99.3	100.0	98.2	1.0
HPG27_RS01125	HP0224	bifunctional methionine sulfoxide reductase subunits A/B	NC_000915	232467..233546	0	712.605	97.5	98.3	100.0	100.0	1.0
HPG27_RS01130	HP0226	membrane protein	NC_000915	complement(233929..234762)	0	532.717	98.6	100.0	100.0	100.0	1.0
HPG27_RS01135	HP1342	membrane protein	NC_000915	1400936..1403011	0	1271.91	95.4	97.8	99.7	100.0	1.0
