query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HP0032	HPB8_RS07530	ATP-dependent Clp protease adaptor ClpS	NC_014256	complement(1559518..1559793)	3.7e-61	177.178	92.3	95.6	100.0	100.0	1.0
HP0033	HPB8_RS07525	ATPase AAA	NC_014256	complement(1557293..1559518)	0	1473.37	98.7	99.2	100.0	100.0	1.0
HP0034	HPB8_RS07520	aspartate 1-decarboxylase	NC_014256	complement(1556950..1557303)	5.0e-81	229.18	97.4	99.1	100.0	100.0	1.0
HP0035	HPB8_RS07515	nucleoid-associated protein	NC_014256	complement(1556645..1556947)	1.0e-64	186.808	97.0	97.0	100.0	100.0	1.0
HP0036	HPB8_RS07510	PDZ domain-containing protein	NC_014256	complement(1555650..1556645)	0	638.262	94.0	97.0	100.0	100.0	1.0
HP0037	HPB8_RS07505	conjugal transfer protein TrbL	NC_014256	complement(1554587..1555642)	0	694.501	98.6	99.4	100.0	100.0	1.0
HP0038	HPB8_RS07495	hypothetical protein	NC_014256	complement(1553718..1554461)	1.7e-178	486.108	98.0	98.4	100.0	100.0	1.0
HP0043	HPB8_RS07480	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	NC_014256	complement(1550124..1551536)	0	926.006	95.3	98.7	100.0	100.0	1.0
HP0044	HPB8_RS07475	GDP-mannose 4,6-dehydratase	NC_014256	complement(1548951..1550096)	0	771.926	97.6	98.4	100.0	100.0	1.0
HP0045	HPB8_RS07470	GDP-fucose synthetase	NC_014256	complement(1548026..1548958)	0	616.305	97.1	99.0	100.0	100.0	1.0
HP0047	HPB8_RS07465	hydrogenase expression/formation protein HypE	NC_014256	1546721..1547719	0	647.506	96.7	98.5	100.0	100.0	1.0
HP0048	HPB8_RS07460	carbamoyltransferase HypF	NC_014256	1544466..1546718	0	1450.26	95.2	97.1	97.5	100.0	1.0
HP0049	HPB8_RS07455	agmatine deiminase	NC_014256	1543477..1544469	0	664.84	96.4	97.9	100.0	100.0	1.0
HP0050	HPB8_RS07225	DNA methyltransferase	NC_014256	1490298..1490996	6.0e-171	466.077	96.6	98.3	100.0	100.0	1.0
HP0051	HPB8_RS07220	DNA cytosine methyltransferase	NC_014256	1489235..1490320	0	706.442	96.9	98.3	99.7	98.1	1.0
HP0053	-	-	-	-	-	0	0	0	0	0	0
HP0054	HPB8_RS07195	DNA methyltransferase	NC_014256	1485309..1485452	2.0e-20	80.8777	90.2	95.1	5.0	87.2	1.0
HP0055	HPB8_RS07190	sodium/proline symporter	NC_014256	1483779..1485269	0	973.385	99.0	99.6	100.0	100.0	1.0
HP0056	HPB8_RS07185	1-pyrroline-5-carboxylate dehydrogenase	NC_014256	1480195..1483752	0	2398.62	97.6	98.8	100.0	100.0	1.0
HP0057	HPB8_RS07180	hypothetical protein	NC_014256	complement(1479664..1479873)	2.2e-47	140.584	94.2	97.1	100.0	100.0	1.0
HP0059	HPB8_RS07170	hypothetical protein	NC_014256	complement(1477793..1478281)	7.6e-65	196.823	70.2	78.9	52.1	99.4	1.0
HP0060	HPB8_RS07165	hypothetical protein	NC_014256	complement(1475359..1477782)	0	1413.28	87.7	91.6	100.0	100.0	1.0
HP0061	HPB8_RS07160	hypothetical protein	NC_014256	complement(1474793..1475362)	1.1e-123	342.813	88.9	93.7	100.0	100.0	1.0
HP0062	HPB8_RS07155	hypothetical protein	NC_014256	complement(1474517..1474777)	4.4e-55	161.384	91.9	97.7	100.0	100.0	1.0
HP0063	HPB8_RS07150	5-amino-6-(5-phosphoribosylamino)uracil reductase	NC_014256	complement(1473026..1474507)	0	734.176	75.0	83.1	100.0	100.0	1.0
HP0064	HPB8_RS07145	cell division protein	NC_014256	complement(1472637..1473056)	1.6e-87	247.669	86.3	92.1	100.0	100.0	1.0
HP0065	HPB8_RS07140	hypothetical protein	NC_014256	complement(1472285..1472635)	1.1e-61	180.644	78.3	87.8	98.3	99.1	1.0
HP0066	HPB8_RS05720	cell division protein FtsK	NC_014256	1182517..1185069	2.7e-18	85.5001	28.2	48.4	29.4	28.5	0.0
HP0067	HPB8_RS07130	urease accessory protein	NC_014256	1468992..1469789	0	531.561	95.8	97.4	100.0	100.0	1.0
HP0068	HPB8_RS07125	urease accessory protein UreG	NC_014256	1468393..1468992	1.5e-148	406.757	100.0	100.0	100.0	100.0	1.0
HP0069	HPB8_RS07120	urease accessory protein UreF	NC_014256	1467600..1468364	0	507.294	96.1	98.4	100.0	100.0	1.0
HP0070	HPB8_RS07115	urease accessory protein UreE	NC_014256	1467076..1467588	8.1e-125	344.354	98.8	100.0	100.0	100.0	1.0
HP0071	HPB8_RS07110	acid-activated urea channel	NC_014256	1466487..1467074	2.0e-140	385.956	97.9	100.0	100.0	100.0	1.0
HP0072	HPB8_RS07105	urease subunit alpha	NC_014256	1464585..1466294	0	1168.3	99.3	99.5	100.0	100.0	1.0
HP0073	HPB8_RS07100	urease subunit alpha	NC_014256	1463865..1464581	3.1e-177	482.256	100.0	100.0	100.0	100.0	1.0
HP0074	HPB8_RS07090	signal peptidase II	NC_014256	1463048..1463521	3.8e-105	293.508	96.8	99.4	100.0	100.0	1.0
HP0075	HPB8_RS07085	phosphoglucosamine mutase	NC_014256	1461717..1463054	0	904.434	99.3	99.8	100.0	100.0	1.0
HP0076	HPB8_RS07080	30S ribosomal protein S20	NC_014256	complement(1461358..1461627)	2.9e-58	169.474	100.0	100.0	100.0	100.0	1.0
HP0077	HPB8_RS07075	peptide chain release factor 1	NC_014256	complement(1460176..1461234)	0	704.516	99.1	99.7	100.0	100.0	1.0
HP0078	-	-	-	-	-	0	0	0	0	0	0
HP0079	HPB8_RS07065	hypothetical protein	NC_014256	complement(1459000..1459623)	1.1e-146	418.313	97.5	98.0	33.8	97.6	1.0
HP0080	HPB8_RS07055	hypothetical protein	NC_014256	complement(1456974..1458746)	0	1153.27	96.6	98.5	100.0	100.0	1.0
HP0081	-	-	-	-	-	0	0	0	0	0	0
HP0082	HPB8_RS07050	chemotaxis protein	NC_014256	1454670..1456691	0	1330.85	96.9	99.0	100.0	100.0	1.0
HP0083	HPB8_RS07045	30S ribosomal protein S9	NC_014256	1454123..1454512	1.4e-92	259.61	99.2	99.2	100.0	100.0	1.0
HP0084	HPB8_RS07040	50S ribosomal protein L13	NC_014256	1453701..1454126	2.8e-104	290.041	100.0	100.0	100.0	100.0	1.0
HP0085	HPB8_RS07035	hypothetical protein	NC_014256	1453203..1453391	2.9e-36	112.079	93.5	96.8	100.0	100.0	1.0
HP0086	HPB8_RS07030	malate:quinone oxidoreductase	NC_014256	1451844..1453196	0	926.776	99.8	100.0	100.0	100.0	1.0
HP0087	HPB8_RS07025	hypothetical protein	NC_014256	1450417..1451790	0	923.694	97.4	98.2	100.0	100.0	1.0
HP0088	HPB8_RS07020	RNA polymerase sigma factor RpoD	NC_014256	1448357..1450396	0	1256.12	96.6	97.9	100.0	100.0	1.0
HP0089	HPB8_RS07015	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	NC_014256	1447467..1448162	8.7e-168	457.988	98.3	99.1	100.0	100.0	1.0
HP0090	HPB8_RS07010	malonyl CoA-acyl carrier protein transacylase	NC_014256	1446527..1447456	0	629.402	98.7	99.4	100.0	100.0	1.0
HP0091	-	-	-	-	-	0	0	0	0	0	0
HP0092	HPB8_RS06995	DNA methylase N-4	NC_014256	complement(1444228..1445052)	0	506.908	94.1	98.1	97.1	98.2	1.0
HP0095	HPB8_RS06980	hypothetical protein	NC_014256	1442681..1443211	6.6e-123	340.117	97.2	97.7	100.0	100.0	1.0
HP0096	HPB8_RS06975	2-hydroxyacid dehydrogenase	NC_014256	complement(1441664..1442608)	0	590.882	92.0	95.9	100.0	100.0	1.0
HP0097	HPB8_RS06970	hypothetical protein	NC_014256	1440737..1441450	1.1e-151	417.927	95.8	98.3	100.0	100.0	1.0
HP0098	HPB8_RS06965	threonine synthase	NC_014256	1439172..1440632	0	963.755	96.9	98.6	100.0	100.0	1.0
HP0099	HPB8_RS06960	chemotaxis protein	NC_014256	complement(1436941..1438968)	0	1268.45	96.3	97.6	100.0	100.0	1.0
HP0100	HPB8_RS06955	hypothetical protein	NC_014256	complement(1435835..1436941)	0	741.11	98.9	99.2	100.0	100.0	1.0
HP0101	HPB8_RS06950	hypothetical protein	NC_014256	complement(1434867..1435628)	1.6e-180	491.886	94.5	97.6	100.0	100.0	1.0
HP0102	HPB8_RS06945	glycosyl transferase	NC_014256	1434102..1434884	0	498.434	94.6	97.3	100.0	100.0	1.0
HP0103	HPB8_RS06940	chemotaxis protein	NC_014256	1432373..1434070	0	1129.01	98.2	99.3	100.0	100.0	1.0
HP0104	HPB8_RS06935	bifunctional metallophosphatase/5'-nucleotidase	NC_014256	1430425..1432170	0	1080.09	95.9	97.8	100.0	100.0	1.0
HP0105	HPB8_RS06930	S-ribosylhomocysteinase	NC_014256	1429809..1430276	6.2e-112	310.071	97.3	99.3	100.0	96.8	1.0
HP0106	HPB8_RS06925	cystathionine beta-lyase	NC_014256	1428637..1429779	0	768.459	98.2	98.7	100.0	100.0	1.0
HP0107	HPB8_RS06920	cysteine synthase	NC_014256	1427699..1428616	0	597.43	97.7	98.4	99.7	100.0	1.0
HP0108	HPB8_RS06915	hypothetical protein	NC_014256	complement(1427013..1427585)	1.3e-91	261.922	82.5	88.1	86.0	82.6	1.0
HP0109	HPB8_RS06910	molecular chaperone DnaK	NC_014256	1424921..1426783	0	1233.78	99.2	99.7	100.0	100.0	1.0
HP0110	HPB8_RS06905	nucleotide exchange factor GrpE	NC_014256	1424320..1424889	1.6e-132	365.155	96.8	97.9	100.0	100.0	1.0
HP0111	HPB8_RS06900	HrcA family transcriptional regulator	NC_014256	1423490..1424320	0	521.161	93.1	96.0	100.0	100.0	1.0
HP0112	HPB8_RS06895	hypothetical protein	NC_014256	complement(1422641..1423279)	1.9e-160	438.728	99.5	99.5	91.8	100.0	1.0
HP0113	HPB8_RS06890	hypothetical protein	NC_014256	complement(1422324..1422620)	1.2e-61	178.718	89.8	93.9	100.0	100.0	1.0
HP0114	HPB8_RS06885	motility accessory factor	NC_014256	1420429..1422312	0	1244.95	97.4	98.6	99.8	100.0	1.0
HP0115	HPB8_RS06880	flagellin B	NC_014256	1418824..1420368	0	1013.45	99.6	99.6	100.0	100.0	1.0
HP0116	HPB8_RS06875	DNA topoisomerase I	NC_014256	complement(1416448..1418658)	0	1469.91	97.7	98.9	100.0	100.0	1.0
HP0117	HPB8_RS06870	radical SAM protein	NC_014256	complement(1415520..1416455)	0	590.112	95.5	96.8	100.0	100.0	1.0
HP0118	HPB8_RS06865	hypothetical protein	NC_014256	1414212..1415381	0	631.713	81.5	86.0	100.0	100.0	0.0
HP0119	HPB8_RS06865	hypothetical protein	NC_014256	1414212..1415381	1.0e-152	435.647	86.0	89.3	58.6	66.8	0.0
HP0120	HPB8_RS06865	hypothetical protein	NC_014256	1414212..1415381	0	619.387	79.6	87.2	100.0	100.0	0.0
HP0121	HPB8_RS06860	phosphoenolpyruvate synthase	NC_014256	1411683..1414115	0	1665.97	99.4	99.9	99.8	100.0	1.0
HP0122	HPB8_RS06855	hypothetical protein	NC_014256	complement(1411366..1411464)	2.1e-19	67.781	100.0	100.0	74.4	100.0	1.0
HP0123	HPB8_RS06850	threonine--tRNA ligase	NC_014256	complement(1409488..1411326)	0	1236.09	98.2	99.2	100.0	100.0	1.0
HP0124	HPB8_RS06845	translation initiation factor IF-3	NC_014256	complement(1408880..1409491)	8.5e-149	407.527	99.0	99.5	100.0	100.0	1.0
HP0125	HPB8_RS06840	50S ribosomal protein L35	NC_014256	complement(1408705..1408899)	5.2e-42	126.716	100.0	100.0	100.0	100.0	1.0
HP0126	HPB8_RS06835	50S ribosomal protein L20	NC_014256	complement(1408260..1408610)	1.5e-82	233.032	99.1	99.1	100.0	100.0	1.0
HP0127	HPB8_RS06830	membrane protein	NC_014256	complement(1407200..1408060)	0	587.415	99.7	99.7	100.0	100.0	1.0
HP0128	HPB8_RS06825	hypothetical protein	NC_014256	complement(1407029..1407148)	1.1e-19	68.5514	87.8	87.8	100.0	100.0	1.0
HP0129	HPB8_RS06820	hypothetical protein	NC_014256	complement(1406418..1406852)	6.9e-97	271.552	95.8	96.5	100.0	100.0	1.0
HP0130	HPB8_RS06815	hypothetical protein	NC_014256	complement(1405144..1406004)	0	526.168	95.5	97.9	100.0	100.0	1.0
HP0131	-	-	-	-	-	0	0	0	0	0	0
HP0132	HPB8_RS06800	L-serine ammonia-lyase	NC_014256	1403148..1404515	0	893.649	96.3	98.5	100.0	100.0	1.0
HP0133	HPB8_RS06795	HAAAP family serine/threonine permease	NC_014256	1401907..1403148	0	812.757	97.8	98.5	100.0	100.0	1.0
HP0134	HPB8_RS06790	phospho-2-dehydro-3-deoxyheptonate aldolase	NC_014256	complement(1400376..1401725)	0	924.465	98.2	99.1	100.0	100.0	1.0
HP0135	HPB8_RS06785	hypothetical protein	NC_014256	complement(1399952..1400086)	2.0e-28	90.8929	100.0	100.0	100.0	100.0	1.0
HP0136	HPB8_RS06780	peroxiredoxin	NC_014256	1399262..1399720	6.6e-112	310.071	98.7	100.0	100.0	100.0	1.0
HP0137	HPB8_RS06775	lactate utilization protein C	NC_014256	1398617..1399252	2.2e-155	424.861	99.1	99.5	100.0	100.0	1.0
HP0138	HPB8_RS06770	hypothetical protein	NC_014256	1397179..1398624	0	992.26	99.6	99.8	100.0	100.0	1.0
HP0139	HPB8_RS06765	oxidoreductase	NC_014256	1396421..1397149	0	498.434	99.2	99.6	100.0	100.0	1.0
HP0140	HPB8_RS06760	lactate permease	NC_014256	complement(1394551..1396200)	0	1058.13	98.5	99.3	99.8	99.8	1.0
HP0141	HPB8_RS06755	lactate permease	NC_014256	complement(1392846..1394501)	0	1065.06	98.9	99.6	100.0	100.0	1.0
HP0142	HPB8_RS06750	DNA glycosylase	NC_014256	1391953..1392822	0	540.036	91.7	94.8	88.1	100.0	1.0
HP0144	HPB8_RS06740	cytochrome c oxidase, cbb3-type subunit I	NC_014256	complement(1388751..1390217)	0	977.237	99.6	100.0	100.0	100.0	1.0
HP0145	HPB8_RS06735	cytochrome c oxidase, cbb3-type subunit II	NC_014256	complement(1388040..1388738)	1.5e-175	477.633	98.3	99.1	100.0	100.0	1.0
HP0146	HPB8_RS06730	cytochrome c oxidase, cbb3-type, CcoQ subunit	NC_014256	complement(1387811..1388029)	7.8e-49	144.436	95.8	100.0	98.6	100.0	1.0
HP0147	HPB8_RS06725	cytochrome c oxidase, cbb3-type subunit III	NC_014256	complement(1386931..1387809)	0	581.252	100.0	100.0	97.9	95.9	1.0
HP0148	HPB8_RS06720	hypothetical protein	NC_014256	complement(1386714..1386920)	2.9e-46	137.502	100.0	100.0	100.0	100.0	1.0
HP0149	HPB8_RS06715	hypothetical protein	NC_014256	complement(1386029..1386613)	2.0e-139	383.259	96.9	97.4	100.0	100.0	1.0
HP0150	HPB8_RS06710	hypothetical protein	NC_014256	complement(1385436..1386017)	7.0e-136	374.4	96.4	97.9	98.5	100.0	1.0
HP0151	HPB8_RS06705	membrane protein	NC_014256	complement(1384579..1385346)	6.2e-177	483.797	98.4	98.8	94.4	100.0	1.0
HP0152	HPB8_RS06700	hypothetical protein	NC_014256	1383719..1384582	0	572.778	97.6	99.0	100.0	100.0	1.0
HP0153	HPB8_RS06695	DNA recombination/repair protein RecA	NC_014256	complement(1382577..1383620)	0	697.197	99.4	100.0	100.0	100.0	1.0
HP0154	HPB8_RS06690	phosphopyruvate hydratase	NC_014256	complement(1381284..1382564)	0	862.448	99.1	100.0	100.0	100.0	1.0
HP0155	HPB8_RS06685	hypothetical protein	NC_014256	complement(1381016..1381291)	2.9e-62	179.874	100.0	100.0	100.0	100.0	1.0
HP0156	HPB8_RS06680	AMIN domain-containing protein	NC_014256	complement(1380402..1380998)	8.4e-133	366.696	96.0	98.0	99.0	100.0	1.0
HP0157	HPB8_RS06675	shikimate kinase	NC_014256	complement(1379909..1380397)	8.9e-112	310.842	95.7	98.8	100.0	100.0	1.0
HP0158	HPB8_RS06670	membrane protein	NC_014256	complement(1378932..1379888)	0	649.818	100.0	100.0	100.0	100.0	1.0
HP0159	HPB8_RS06665	LPS 1,2-glucosyltransferase	NC_014256	1377818..1378927	0	684.871	90.8	94.0	99.2	100.0	1.0
HP0160	HPB8_RS06660	Sel1 repeat protein HcpD	NC_014256	complement(1376746..1377666)	0	588.571	94.1	96.7	100.0	100.0	1.0
HP0162	HPB8_RS06655	transcriptional regulator	NC_014256	1375496..1376218	8.8e-178	483.797	99.6	100.0	100.0	100.0	1.0
HP0163	HPB8_RS06650	delta-aminolevulinic acid dehydratase	NC_014256	1374524..1375495	0	646.736	96.6	98.5	100.0	100.0	1.0
HP0166	HPB8_RS06640	DNA-binding response regulator	NC_014256	1372465..1373142	5.3e-164	447.973	99.6	99.6	100.0	100.0	1.0
HP0167	HPB8_RS06635	hypothetical protein	NC_014256	1371753..1372229	1.7e-77	223.787	81.0	84.8	97.5	100.0	1.0
HP0168	HPB8_RS06630	hypothetical protein	NC_014256	1371499..1371762	1.3e-57	167.933	93.1	97.7	100.0	100.0	1.0
HP0169	HPB8_RS06625	protease	NC_014256	1370184..1371452	0	865.529	99.5	99.8	100.0	100.0	1.0
HP0170	HPB8_RS06620	chemotaxis protein	NC_014256	1369450..1370181	5.4e-171	467.618	92.9	94.1	100.0	100.0	1.0
HP0171	HPB8_RS06615	peptide chain release factor 2	NC_014256	1368284..1369375	0	735.717	98.9	99.7	100.0	100.0	1.0
HP0172	HPB8_RS06610	molybdopterin molybdenumtransferase MoeA	NC_014256	1367048..1368223	0	768.074	96.9	98.5	100.0	100.0	1.0
HP0173	HPB8_RS06605	flagellar biosynthesis protein FliR	NC_014256	1366271..1367038	0	495.352	99.6	100.0	100.0	100.0	1.0
HP0174	HPB8_RS06600	peptidase	NC_014256	1365549..1366277	6.5e-168	459.914	96.7	97.9	93.8	100.0	1.0
HP0174a	HPB8_RS06595	hypothetical protein	NC_014256	1365223..1365441	2.7e-31	100.138	90.3	97.2	100.0	100.0	1.0
HP0175	HPB8_RS06590	peptidyl-prolyl cis-trans isomerase	NC_014256	complement(1364176..1365075)	0	598.971	98.0	98.7	100.0	100.0	1.0
HP0176	HPB8_RS06585	fructose-bisphosphate aldolase	NC_014256	complement(1363236..1364159)	0	621.313	98.7	99.7	100.0	100.0	1.0
HP0177	HPB8_RS06580	elongation factor P	NC_014256	complement(1362651..1363214)	2.8e-139	382.104	99.5	100.0	100.0	100.0	1.0
HP0178	HPB8_RS06575	pseudaminic acid synthase	NC_014256	1361082..1362104	0	665.611	95.9	97.9	100.0	100.0	1.0
HP0179	HPB8_RS06570	ABC transporter ATP-binding protein	NC_014256	1360437..1361078	1.3e-152	418.313	98.1	98.6	100.0	100.0	1.0
HP0180	HPB8_RS06565	apolipoprotein N-acyltransferase	NC_014256	1359164..1360444	0	777.319	95.5	98.1	98.6	98.4	1.0
HP0181	HPB8_RS06560	hypothetical protein	NC_014256	complement(1358239..1358940)	4.5e-163	445.662	97.8	99.6	100.0	96.1	1.0
HP0182	HPB8_RS06555	lysine--tRNA ligase	NC_014256	complement(1356724..1358229)	0	1018.07	98.6	99.4	100.0	100.0	1.0
HP0183	HPB8_RS06550	serine hydroxymethyltransferase	NC_014256	complement(1355474..1356724)	0	840.491	97.8	98.6	100.0	100.0	1.0
HP0184	HPB8_RS06545	ABC transporter	NC_014256	complement(1354921..1355463)	2.0e-135	372.089	98.9	100.0	100.0	100.0	1.0
HP0185	HPB8_RS06540	hypothetical protein	NC_014256	complement(1354102..1354899)	1.4e-171	470.315	94.0	95.5	100.0	100.0	1.0
HP0186	HPB8_RS06535	hypothetical protein	NC_014256	1352171..1353706	0	679.093	86.4	91.6	100.0	79.3	1.0
HP0189	HPB8_RS06525	hypothetical protein	NC_014256	complement(1351314..1351847)	1.9e-125	346.28	98.9	99.4	100.0	100.0	1.0
HP0190	HPB8_RS06520	hypothetical protein	NC_014256	1349800..1351308	0	1012.29	98.6	99.0	100.0	100.0	1.0
HP0191	HPB8_RS06515	fumarate reductase	NC_014256	1349041..1349778	0	504.982	98.4	100.0	100.0	100.0	1.0
HP0192	HPB8_RS06510	fumarate reductase	NC_014256	1346904..1349048	0	1482.23	99.4	100.0	100.0	100.0	1.0
HP0193	HPB8_RS06505	fumarate reductase cytochrome b subunit	NC_014256	1346127..1346894	0	511.916	99.2	100.0	100.0	100.0	1.0
HP0194	HPB8_RS06500	triose-phosphate isomerase	NC_014256	complement(1345215..1345919)	3.3e-167	456.833	95.3	96.6	100.0	100.0	1.0
HP0195	HPB8_RS06495	enoyl-[acyl-carrier-protein] reductase	NC_014256	complement(1344372..1345205)	0	544.658	97.8	98.5	100.0	99.3	1.0
HP0196	HPB8_RS06490	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	NC_014256	complement(1343362..1344372)	0	672.929	97.3	99.7	100.0	100.0	1.0
HP0197	HPB8_RS06485	S-adenosylmethionine synthase	NC_014256	complement(1342140..1343297)	0	782.711	97.9	99.0	100.0	100.0	1.0
HP0198	HPB8_RS06480	nucleoside-diphosphate kinase	NC_014256	complement(1341660..1342073)	7.5e-97	270.781	97.8	99.3	100.0	100.0	1.0
HP0199	HPB8_RS06475	hypothetical protein	NC_014256	complement(1341278..1341634)	1.4e-84	238.424	99.2	100.0	100.0	100.0	1.0
HP0200	HPB8_RS06470	50S ribosomal protein L32	NC_014256	complement(1341116..1341262)	2.3e-31	98.5969	97.9	100.0	100.0	100.0	1.0
HP0201	HPB8_RS06465	phosphate acyltransferase	NC_014256	complement(1340025..1341038)	0	678.707	98.8	99.4	99.7	100.0	1.0
HP0202	HPB8_RS06460	3-oxoacyl-ACP synthase	NC_014256	complement(1339008..1340000)	0	667.152	98.8	98.8	99.7	100.0	1.0
HP0204	HPB8_RS06450	hypothetical protein	NC_014256	1338039..1338422	1.6e-90	254.218	97.6	99.2	100.0	100.0	1.0
HP0207	HPB8_RS06440	sodium:proton antiporter	NC_014256	complement(1333693..1334799)	0	729.169	97.0	98.4	89.3	100.0	1.0
HP0208	HPB8_RS06435	LPS biosynthesis protein	NC_014256	1332659..1333681	0	624.394	88.3	92.9	100.0	100.0	1.0
HP0209	HPB8_RS06425	membrane protein	NC_014256	complement(1331006..1332358)	0	893.264	95.8	98.2	100.0	100.0	1.0
HP0210	HPB8_RS06420	molecular chaperone HtpG	NC_014256	complement(1329037..1330902)	0	1217.99	96.5	99.0	100.0	100.0	1.0
HP0211	HPB8_RS06415	Sel1 repeat protein HcpA	NC_014256	1328084..1328836	0	492.656	98.4	99.2	100.0	100.0	1.0
HP0212	HPB8_RS06410	succinyl-diaminopimelate desuccinylase	NC_014256	1326852..1328003	0	754.592	96.6	99.0	100.0	100.0	1.0
HP0213	HPB8_RS06405	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme MnmG	NC_014256	1324976..1326841	0	1251.11	97.7	99.0	100.0	100.0	1.0
HP0214	HPB8_RS06400	carboxylate transporter	NC_014256	complement(1323222..1324880)	0	1014.22	94.7	98.0	100.0	100.0	1.0
HP0215	HPB8_RS06395	phosphatidate cytidylyltransferase	NC_014256	complement(1322409..1323209)	0	503.827	97.0	98.1	100.0	100.0	1.0
HP0216	HPB8_RS06390	1-deoxy-D-xylulose-5-phosphate reductoisomerase	NC_014256	complement(1321308..1322408)	0	701.049	96.2	98.4	98.9	99.5	1.0
HP0217	-	-	-	-	-	0	0	0	0	0	0
HP0218	HPB8_RS06385	phospholipid-binding protein	NC_014256	1320483..1321034	8.5e-138	378.252	98.4	98.9	100.0	100.0	1.0
