query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPP12_RS00305	HP0059	hypothetical protein	NC_000915	63145..63999	5.0e-118	337.421	62.1	68.8	100.0	97.9	1.0
HPP12_RS00320	HP0061	hypothetical protein	NC_000915	66454..67023	1.2e-124	345.51	89.4	93.7	100.0	100.0	1.0
HPP12_RS00325	HP0062	hypothetical protein	NC_000915	67039..67299	2.4e-51	151.754	87.2	91.9	100.0	100.0	1.0
HPP12_RS00335	HP0064	hypothetical protein	NC_000915	68770..69189	5.2e-82	233.802	82.3	88.7	100.0	100.0	1.0
HPP12_RS00340	HP0065	hypothetical protein	NC_000915	69191..69544	9.2e-63	182.956	78.9	90.4	99.1	97.4	1.0
HPP12_RS00345	HP0066	ATP-binding protein	NC_000915	69468..71963	7.2e-80	247.669	88.8	92.5	94.4	16.1	1.0
HPP12_RS00350	HP0066	ATP-binding protein	NC_000915	69468..71963	1.5e-47	156.762	81.3	95.6	97.8	11.0	0.0
HPP12_RS00360	HP0067	urease accessory protein UreH	NC_000915	complement(72021..72818)	0	529.25	95.5	97.4	100.0	100.0	1.0
HPP12_RS00365	HP0068	urease accessory protein UreG	NC_000915	complement(72818..73417)	2.0e-147	403.675	99.5	99.5	100.0	100.0	1.0
HPP12_RS00370	HP0069	urease accessory protein UreF	NC_000915	complement(73446..74210)	0	508.064	96.9	98.4	100.0	100.0	1.0
HPP12_RS00375	HP0070	urease accessory protein UreE	NC_000915	complement(74233..74745)	1.1e-123	341.273	98.2	100.0	100.0	100.0	1.0
HPP12_RS00380	HP0071	acid-activated urea channel protein	NC_000915	complement(74747..75334)	1.7e-139	383.259	98.5	100.0	100.0	100.0	1.0
HPP12_RS00385	HP0072	urease subunit beta	NC_000915	complement(75527..77236)	0	1174.46	99.8	99.8	100.0	100.0	1.0
HPP12_RS00390	HP0073	urease subunit alpha	NC_000915	complement(77240..77956)	3.0e-177	482.256	100.0	100.0	100.0	100.0	1.0
HPP12_RS00400	HP0074	lipoprotein signal peptidase	NC_000915	complement(78302..78775)	3.5e-94	265.774	95.5	99.4	100.0	100.0	1.0
HPP12_RS00405	HP0075	phosphoglucosamine mutase	NC_000915	complement(78769..80106)	0	893.264	97.3	99.6	100.0	100.0	1.0
HPP12_RS00410	HP0076	30S ribosomal protein S20	NC_000915	80196..80465	8.5e-58	168.318	97.8	100.0	100.0	100.0	1.0
HPP12_RS00415	HP0077	peptide chain release factor 1	NC_000915	80589..81647	0	702.59	98.9	99.7	100.0	100.0	1.0
HPP12_RS00420	HP0078	membrane protein	NC_000915	82058..82315	1.4e-57	167.548	96.5	98.8	100.0	100.0	1.0
HPP12_RS00425	HP0079	membrane protein	NC_000915	82326..84113	0	723.005	90.7	94.0	86.0	67.1	1.0
HPP12_RS00430	HP0080	hypothetical protein	NC_000915	84359..86140	0	865.914	92.2	94.4	93.3	93.4	1.0
HPP12_RS00435	HP0081	hypothetical protein	NC_000915	86410..86532	1.9e-17	62.7734	81.6	84.2	100.0	95.0	1.0
HPP12_RS00440	HP0082	methyl-accepting chemotaxis transducer TlpC	NC_000915	complement(86656..88677)	0	1215.68	96.1	98.7	100.0	91.2	1.0
HPP12_RS00450	HP0083	30S ribosomal protein S9	NC_000915	complement(88833..89222)	2.1e-93	261.536	99.2	100.0	100.0	100.0	1.0
HPP12_RS00455	HP0084	50S ribosomal protein L13	NC_000915	complement(89219..89644)	2.7e-104	290.041	100.0	100.0	100.0	100.0	1.0
HPP12_RS00460	HP0085	hypothetical protein	NC_000915	complement(89957..90145)	7.5e-35	108.227	90.3	96.8	100.0	100.0	1.0
HPP12_RS00465	HP0086	malate:quinone oxidoreductase	NC_000915	complement(90152..91504)	0	922.539	99.1	100.0	100.0	100.0	1.0
HPP12_RS00470	HP0087	hypothetical protein	NC_000915	complement(91558..92931)	0	887.871	96.1	97.4	100.0	100.0	1.0
HPP12_RS00475	HP0088	RNA polymerase sigma factor RpoD	NC_000915	complement(92952..94967)	0	1308.89	97.2	97.8	100.0	100.0	1.0
HPP12_RS00480	HP0089	aminodeoxyfutalosine nucleosidase	NC_000915	complement(95191..95886)	4.5e-166	453.751	97.8	98.7	100.0	100.0	1.0
HPP12_RS00485	HP0090	malonyl CoA-ACP transacylase	NC_000915	complement(95897..96826)	0	632.098	99.4	99.7	100.0	100.0	1.0
HPP12_RS00500	HP0092	type II restriction-modification system methyltransferase	NC_000915	98083..98916	0	523.857	94.6	97.8	97.9	99.6	1.0
HPP12_RS00505	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00515	HP0095	hypothetical protein	NC_000915	complement(99939..100469)	5.3e-127	350.132	98.3	98.9	100.0	100.0	1.0
HPP12_RS00520	HP0096	2-hydroxyacid dehydrogenase	NC_000915	100542..101486	0	623.624	97.8	99.0	100.0	100.0	1.0
HPP12_RS00525	HP0097	hypothetical protein	NC_000915	complement(101643..102356)	4.4e-173	471.855	97.0	98.7	100.0	100.0	1.0
HPP12_RS00530	HP0098	threonine synthase	NC_000915	complement(102461..103921)	0	949.503	95.7	97.1	100.0	100.0	1.0
HPP12_RS00535	HP0099	methyl-accepting chemotaxis protein TlpA	NC_000915	104125..106152	0	1301.96	96.4	97.8	100.0	100.0	1.0
HPP12_RS00540	HP0100	hypothetical protein	NC_000915	106152..107258	0	728.398	97.0	98.1	100.0	100.0	1.0
HPP12_RS00545	HP0101	membrane protein	NC_000915	107471..108232	0	502.286	97.6	99.2	100.0	100.0	1.0
HPP12_RS00550	HP0102	glycosyltransferase	NC_000915	complement(108215..108994)	0	493.426	93.1	97.7	100.0	100.0	1.0
HPP12_RS00555	HP0103	methyl-accepting chemotaxis protein TlpB	NC_000915	complement(109025..110722)	0	1088.56	97.3	98.2	100.0	97.5	1.0
HPP12_RS00560	HP0104	2',3'-cyclic-nucleotide 2'-phosphodiesterase	NC_000915	complement(110928..112673)	0	1085.48	95.7	97.8	100.0	100.0	1.0
HPP12_RS00565	HP0105	S-ribosylhomocysteinase	NC_000915	complement(112828..113280)	2.1e-112	311.612	97.3	100.0	96.8	100.0	1.0
HPP12_RS00570	HP0106	cystathionine gamma-synthase	NC_000915	complement(113333..114475)	0	762.296	97.9	98.2	99.7	99.7	1.0
HPP12_RS00575	HP0107	cysteine synthetase CysK	NC_000915	complement(114500..115420)	0	588.956	96.4	97.7	99.7	99.3	1.0
HPP12_RS00585	HP0109	molecular chaperone DnaK	NC_000915	complement(116362..118224)	0	1237.63	99.5	100.0	100.0	100.0	1.0
HPP12_RS00590	HP0110	heat shock protein GrpE	NC_000915	complement(118254..118823)	5.4e-129	356.295	95.3	96.3	100.0	100.0	1.0
HPP12_RS00595	HP0111	heat-inducible transcription repressor	NC_000915	complement(118823..119653)	0	542.347	96.7	98.6	100.0	100.0	1.0
HPP12_RS00600	HP0112	hypothetical protein	NC_000915	119980..120675	7.0e-158	432.18	97.2	99.1	100.0	91.8	1.0
HPP12_RS00605	HP0113	hypothetical protein	NC_000915	120696..120992	1.5e-63	183.726	91.8	94.9	100.0	100.0	1.0
HPP12_RS00610	HP0114	hypothetical protein	NC_000915	complement(121002..122888)	0	1250.73	97.1	98.7	100.0	99.8	1.0
HPP12_RS00615	HP0115	flagellin B	NC_000915	complement(122948..124492)	0	1013.06	99.4	99.6	100.0	100.0	1.0
HPP12_RS00620	HP0116	DNA topoisomerase I	NC_000915	124658..126868	0	1478.38	97.8	99.3	100.0	100.0	1.0
HPP12_RS00625	HP0117	hypothetical protein	NC_000915	126861..127787	0	605.905	97.7	98.7	100.0	100.0	1.0
HPP12_RS00630	HP0120	hypothetical protein	NC_000915	complement(131053..132249)	0	673.7	82.5	85.8	100.0	100.0	1.0
HPP12_RS00635	HP0121	phosphoenolpyruvate synthase	NC_000915	complement(132346..134784)	0	1661.35	99.3	99.8	100.0	99.5	1.0
HPP12_RS00640	HP0122	hypothetical protein	NC_000915	134971..135102	1.6e-19	67.781	100.0	100.0	100.0	74.4	1.0
HPP12_RS00645	HP0123	threonine--tRNA ligase	NC_000915	135142..136980	0	1242.25	98.9	99.3	100.0	100.0	1.0
HPP12_RS00650	HP0124	translation initiation factor IF-3	NC_000915	136977..137588	2.4e-148	406.371	98.0	100.0	100.0	100.0	1.0
HPP12_RS00655	HP0125	50S ribosomal protein L35	NC_000915	137569..137763	5.1e-42	126.716	100.0	100.0	100.0	100.0	1.0
HPP12_RS00660	HP0126	50S ribosomal protein L20	NC_000915	137857..138207	9.7e-81	228.409	97.4	98.3	100.0	100.0	1.0
HPP12_RS00665	HP0127	membrane protein	NC_000915	138407..139267	0	586.26	99.3	99.7	100.0	100.0	1.0
HPP12_RS00670	HP0128	hypothetical protein	NC_000915	139319..139444	1.9e-14	56.225	68.9	80.0	80.4	100.0	1.0
HPP12_RS00675	HP0129	hypothetical protein	NC_000915	139617..140042	8.8e-95	266.159	93.8	94.5	100.0	100.0	1.0
HPP12_RS00680	HP0130	hypothetical protein	NC_000915	140453..141313	0	522.702	95.1	97.9	100.0	100.0	1.0
HPP12_RS00685	HP0132	L-serine deaminase SdaA	NC_000915	complement(142227..143594)	0	902.894	97.4	98.9	100.0	100.0	1.0
HPP12_RS00690	HP0133	serine transporter SdaC	NC_000915	complement(143594..144835)	0	813.527	98.1	99.0	100.0	100.0	1.0
HPP12_RS00695	HP0134	phospho-2-dehydro-3-deoxyheptonate aldolase	NC_000915	145016..146365	0	917.146	97.8	98.9	99.6	99.6	1.0
HPP12_RS00700	HP0135	hypothetical protein	NC_000915	146444..146578	1.9e-28	90.8929	100.0	100.0	100.0	100.0	1.0
HPP12_RS00705	HP0136	peroxiredoxin bcp	NC_000915	complement(146813..147271)	9.7e-112	309.686	98.7	99.3	100.0	100.0	1.0
HPP12_RS00710	HP0137	hypothetical protein	NC_000915	complement(147281..147916)	1.5e-152	417.927	97.2	99.1	100.0	100.0	1.0
HPP12_RS00715	HP0138	iron-sulfur cluster-binding protein	NC_000915	complement(147909..149354)	0	992.645	99.6	100.0	100.0	100.0	1.0
HPP12_RS00720	HP0139	hypothetical protein	NC_000915	complement(149383..150111)	0	500.745	99.6	100.0	100.0	100.0	1.0
HPP12_RS00725	HP0140	L-lactate permease LctP	NC_000915	150342..151991	0	1060.06	98.4	99.5	100.0	100.0	1.0
HPP12_RS00730	HP0141	L-lactate permease LctP	NC_000915	152048..153703	0	1067.76	98.7	99.6	100.0	100.0	1.0
HPP12_RS00735	HP0142	DNA glycosylase MutY	NC_000915	complement(153727..154713)	0	557.755	94.8	97.2	100.0	88.1	1.0
HPP12_RS00740	HP0214	carboxylate transporter	NC_000915	222220..223878	9.6e-08	49.6766	26.0	39.2	76.8	76.1	0.0
HPP12_RS00745	HP0144	cbb3-type cytochrome c oxidase subunit I	NC_000915	156334..157800	0	972.23	99.2	100.0	100.0	100.0	1.0
HPP12_RS00750	HP0145	cbb3-type cytochrome c oxidase subunit II	NC_000915	157813..158511	2.9e-176	479.559	98.7	99.6	100.0	100.0	1.0
HPP12_RS00755	HP0146	cbb3-type cytochrome c oxidase subunit IV	NC_000915	158519..158740	1.8e-48	143.665	95.8	98.6	100.0	98.6	1.0
HPP12_RS00760	HP0147	cbb3-type cytochrome c oxidase subunit III	NC_000915	158742..159602	0	578.556	99.3	99.6	95.9	97.9	1.0
HPP12_RS00765	HP0148	hypothetical protein	NC_000915	159630..159836	6.9e-45	134.035	95.6	98.5	100.0	100.0	1.0
HPP12_RS00770	HP0149	hypothetical protein	NC_000915	159937..160521	2.0e-123	342.813	94.4	95.4	100.0	100.0	1.0
HPP12_RS00775	HP0150	hypothetical protein	NC_000915	160534..161124	1.3e-137	378.637	97.4	98.4	100.0	98.5	1.0
HPP12_RS00780	HP0151	membrane protein	NC_000915	161157..161969	9.5e-176	480.715	97.3	98.4	100.0	94.4	1.0
HPP12_RS00785	HP0152	hypothetical protein	NC_000915	complement(161966..162829)	0	572.007	97.2	99.0	100.0	100.0	1.0
HPP12_RS00790	HP0153	recombinase RecA	NC_000915	162928..163971	0	692.96	98.8	99.7	100.0	100.0	1.0
HPP12_RS00795	HP0154	enolase	NC_000915	163983..165263	0	853.588	97.4	99.3	100.0	100.0	1.0
HPP12_RS00800	HP0155	hypothetical protein	NC_000915	165256..165531	2.8e-62	179.874	100.0	100.0	100.0	100.0	1.0
HPP12_RS00805	HP0156	hypothetical protein	NC_000915	165543..166145	2.7e-133	368.237	96.0	97.5	100.0	99.0	1.0
HPP12_RS00810	HP0157	shikimate kinase	NC_000915	166150..166638	1.0e-115	320.472	98.8	100.0	100.0	100.0	1.0
HPP12_RS00815	HP0158	membrane protein	NC_000915	166660..167616	0	647.892	99.7	100.0	100.0	100.0	1.0
HPP12_RS00820	HP0159	lipopolysaccharide 1,2-glucosyltransferase RfaJ	NC_000915	complement(167613..168731)	0	700.664	92.5	94.4	100.0	100.0	1.0
HPP12_RS00825	HP0160	beta-lactamase HcpD	NC_000915	168882..169802	0	603.594	96.4	98.0	100.0	100.0	1.0
HPP12_RS00830	HP0162	transcriptional regulator	NC_000915	complement(170704..171426)	6.3e-174	474.167	97.5	98.8	100.0	100.0	1.0
HPP12_RS00835	HP0163	delta-aminolevulinic acid dehydratase	NC_000915	complement(171427..172398)	0	654.825	98.5	98.8	100.0	100.0	1.0
HPP12_RS00840	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00845	HP0166	response regulator OmpR	NC_000915	complement(173778..174455)	7.4e-164	447.588	99.1	100.0	100.0	100.0	1.0
HPP12_RS00850	HP0167	hypothetical protein	NC_000915	complement(174691..175164)	5.5e-88	249.98	84.7	88.5	100.0	97.5	1.0
HPP12_RS00855	HP0168	hypothetical protein	NC_000915	complement(175143..175406)	5.8e-58	168.703	94.3	97.7	100.0	100.0	1.0
HPP12_RS00860	HP0169	protease	NC_000915	complement(175453..176721)	0	852.432	98.3	99.0	98.6	99.5	1.0
HPP12_RS00865	HP0170	hypothetical protein	NC_000915	complement(176724..177485)	6.3e-170	464.537	91.3	92.1	100.0	100.0	1.0
HPP12_RS00870	HP0171	peptide chain release factor 2	NC_000915	complement(177560..178651)	0	731.865	98.1	99.2	100.0	100.0	1.0
HPP12_RS00875	HP0172	molybdopterin biosynthesis protein MoeA	NC_000915	complement(178712..179887)	0	763.451	96.2	98.0	100.0	100.0	1.0
HPP12_RS00880	HP0173	flagellar biosynthesis protein FliR	NC_000915	complement(179897..180664)	2.5e-179	489.189	98.4	99.2	100.0	100.0	1.0
HPP12_RS00885	HP0174	hypothetical protein	NC_000915	complement(180658..181434)	1.7e-159	438.728	92.6	94.6	100.0	93.8	1.0
HPP12_RS00890	HP0174a	hypothetical protein	NC_000915	complement(181499..181717)	9.9e-31	98.5969	87.5	94.4	100.0	100.0	1.0
HPP12_RS00895	HP0175	peptidylprolyl isomerase	NC_000915	181865..182764	0	603.208	98.7	99.3	100.0	100.0	1.0
HPP12_RS00900	HP0176	fructose-bisphosphate aldolase	NC_000915	182781..183704	0	619.002	98.7	99.3	100.0	100.0	1.0
HPP12_RS00905	HP0177	elongation factor P	NC_000915	183726..184289	2.7e-139	382.104	99.5	100.0	100.0	100.0	1.0
HPP12_RS00915	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00920	HP0894	addiction module toxin	NC_000915	complement(946345..946611)	1.3e-27	92.0485	56.2	69.7	100.0	100.0	0.0
HPP12_RS00925	HP0178	pseudaminic acid synthase	NC_000915	complement(184798..185820)	0	676.396	97.1	98.8	100.0	100.0	1.0
HPP12_RS00930	HP0179	ABC transporter ATP-binding protein	NC_000915	complement(185824..186465)	2.3e-152	417.542	98.1	98.6	100.0	100.0	1.0
HPP12_RS00935	HP0180	apolipoprotein N-acyltransferase	NC_000915	complement(186462..187739)	0	815.453	95.8	97.9	100.0	100.0	1.0
HPP12_RS00940	HP0181	CvpA family protein	NC_000915	187997..188671	9.0e-158	432.565	93.9	96.1	96.2	100.0	1.0
HPP12_RS00945	HP0182	lysine--tRNA ligase	NC_000915	188681..190186	0	1015.76	98.4	99.2	100.0	100.0	1.0
HPP12_RS00950	HP0183	serine hydroxymethyltransferase	NC_000915	190186..191436	0	842.417	97.8	98.6	100.0	100.0	1.0
HPP12_RS00955	HP0184	hypothetical protein	NC_000915	191447..191989	6.6e-136	373.244	99.4	100.0	100.0	100.0	1.0
HPP12_RS00960	HP0185	hypothetical protein	NC_000915	192011..192814	1.1e-167	460.685	92.2	93.3	100.0	100.0	1.0
HPP12_RS00970	HP0186	hypothetical protein	NC_000915	complement(193210..194424)	6.4e-72	217.624	88.6	91.7	86.3	32.2	1.0
HPP12_RS00980	HP0189	hypothetical protein	NC_000915	195057..195590	2.5e-124	343.584	98.3	99.4	100.0	100.0	1.0
HPP12_RS00985	HP0190	hypothetical protein	NC_000915	complement(195596..197104)	0	1008.44	98.4	98.8	100.0	100.0	1.0
HPP12_RS00990	HP0191	fumarate reductase iron-sulfur subunit	NC_000915	complement(197126..197863)	0	504.597	98.8	99.6	100.0	100.0	1.0
HPP12_RS00995	HP0192	fumarate reductase flavoprotein subunit	NC_000915	complement(197856..200000)	0	1478.0	99.2	99.7	100.0	100.0	1.0
HPP12_RS01000	HP0193	fumarate reductase cytochrome b-556 subunit	NC_000915	complement(200010..200777)	0	508.449	98.4	99.2	100.0	100.0	1.0
HPP12_RS01005	HP0194	triosephosphate isomerase	NC_000915	200992..201696	7.3e-171	466.077	96.6	97.9	100.0	100.0	1.0
HPP12_RS01010	HP0195	enoyl-ACP reductase	NC_000915	201706..202533	0	545.043	97.1	98.9	99.3	100.0	1.0
HPP12_RS01015	HP0196	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	NC_000915	202543..203553	0	678.322	98.5	99.7	100.0	100.0	1.0
HPP12_RS01020	HP0197	S-adenosylmethionine synthetase	NC_000915	203618..204775	0	792.727	99.2	99.5	100.0	100.0	1.0
HPP12_RS01025	HP0198	nucleoside diphosphate kinase	NC_000915	204842..205255	3.9e-98	274.248	98.5	99.3	100.0	100.0	1.0
HPP12_RS01030	HP0199	hypothetical protein	NC_000915	205281..205637	4.3e-83	234.572	99.2	99.2	100.0	100.0	1.0
HPP12_RS01035	HP0200	50S ribosomal protein L32	NC_000915	205653..205799	2.3e-31	98.5969	97.9	100.0	100.0	100.0	1.0
HPP12_RS01040	HP0201	glycerol-3-phosphate acyltransferase PlsX	NC_000915	205874..206890	0	672.544	98.2	98.5	100.0	99.7	1.0
HPP12_RS01045	HP0202	3-oxoacyl-ACP synthase	NC_000915	206915..207910	0	674.085	99.1	99.4	100.0	99.7	1.0
HPP12_RS01050	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS01055	HP0204	hypothetical protein	NC_000915	complement(208866..209249)	3.8e-90	253.062	96.1	100.0	100.0	100.0	1.0
HPP12_RS01065	HP0207	multiple resistance/pH adaption protein mrp	NC_000915	212141..213379	0	734.947	97.8	99.5	100.0	89.3	1.0
HPP12_RS01070	HP0208	lipopolysaccharide biosynthesis protein	NC_000915	complement(213393..214448)	0	587.03	88.9	92.1	100.0	97.4	1.0
HPP12_RS01075	HP0159	lipopolysaccharide 1,2-glucosyltransferase RfaJ	NC_000915	complement(167613..168731)	2.7e-11	51.2174	72.7	81.8	82.5	8.9	0.0
HPP12_RS01085	HP0209	membrane protein	NC_000915	214745..216097	0	883.248	94.4	98.0	100.0	100.0	1.0
HPP12_RS01090	HP0210	chaperone protein HtpG	NC_000915	216201..218066	0	1222.22	96.9	98.7	100.0	100.0	1.0
HPP12_RS01095	HP0211	beta-lactamase HcpA	NC_000915	complement(218266..219018)	4.2e-179	488.034	97.2	98.0	100.0	100.0	1.0
HPP12_RS01100	HP0212	succinyl-diaminopimelate desuccinylase	NC_000915	complement(219098..220249)	0	740.339	95.0	98.2	100.0	100.0	1.0
HPP12_RS01105	HP0213	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA	NC_000915	complement(220259..222124)	0	1243.8	97.3	99.2	100.0	100.0	1.0
HPP12_RS01110	HP0214	carboxylate transporter	NC_000915	222220..223878	0	1026.54	95.5	98.2	100.0	100.0	1.0
HPP12_RS01115	HP0215	phosphatidate cytidylyltransferase	NC_000915	223891..224691	0	504.212	97.4	97.7	100.0	100.0	1.0
HPP12_RS01120	HP0216	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NC_000915	224692..225798	0	701.049	95.1	97.8	100.0	100.0	1.0
