query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HP0022	HP0022	lipid A phosphoethanolamine transferase	NC_000915	complement(21152..22717)	0	1055.05	100.0	100.0	100.0	100.0	1.0
HP0024	HP0024	hypothetical protein	NC_000915	22903..22995	1.0e-16	60.4622	100.0	100.0	100.0	100.0	1.0
HP0025	HP0025	membrane protein	NC_000915	complement(23324..25459)	0	1457.58	100.0	100.0	100.0	100.0	1.0
HP0026	HP0026	type II citrate synthase	NC_000915	complement(26078..27358)	0	886.715	100.0	100.0	100.0	100.0	1.0
HP0027	HP0027	isocitrate dehydrogenase	NC_000915	27557..28834	0	874.389	100.0	100.0	100.0	100.0	1.0
HP0028	HP0028	hypothetical protein	NC_000915	28901..29434	2.3e-132	363.999	100.0	100.0	100.0	100.0	1.0
HP0029	HP0029	ATP-dependent dethiobiotin synthetase BioD	NC_000915	complement(29411..30067)	3.6e-163	445.277	100.0	100.0	100.0	100.0	1.0
HP0030	HP0030	hypothetical protein	NC_000915	complement(30071..31852)	0	1220.3	100.0	100.0	100.0	100.0	1.0
HP0031	HP0031	universal stress protein	NC_000915	31961..32374	4.8e-99	276.559	100.0	100.0	100.0	100.0	1.0
HP0032	HP0032	ATP-dependent Clp protease adapter protein	NC_000915	32405..32680	2.7e-66	189.889	100.0	100.0	100.0	100.0	1.0
HP0033	HP0033	ATP-dependent Clp protease ATP-binding subunit ClpA	NC_000915	32680..34905	0	1493.02	100.0	100.0	100.0	100.0	1.0
HP0034	HP0034	aspartate 1-decarboxylase	NC_000915	34895..35248	4.1e-83	234.572	100.0	100.0	100.0	100.0	1.0
HP0035	HP0035	nucleoid-associated protein	NC_000915	35251..35544	6.5e-67	192.2	100.0	100.0	100.0	100.0	1.0
HP0036	HP0036	PDZ domain-containing protein	NC_000915	35544..36548	0	681.019	100.0	100.0	100.0	100.0	1.0
HP0037	HP0037	hypothetical protein	NC_000915	36556..37611	0	703.745	100.0	100.0	100.0	100.0	1.0
HP0038	HP0038	type IV secretory pathway protein	NC_000915	37738..38475	0	497.664	100.0	100.0	100.0	100.0	1.0
HP0043	HP0043	mannose-6-phosphate isomerase	NC_000915	40651..42063	0	960.288	100.0	100.0	100.0	100.0	1.0
HP0044	HP0044	GDP-D-mannose dehydratase	NC_000915	42105..43250	0	789.645	100.0	100.0	100.0	100.0	1.0
HP0045	HP0045	nodulation protein NolK	NC_000915	43243..44175	0	634.024	100.0	100.0	100.0	100.0	1.0
HP0047	HP0047	hydrogenase expression/formation protein HypE	NC_000915	complement(45041..46039)	0	668.692	100.0	100.0	100.0	100.0	1.0
HP0048	HP0048	[NiFe] hydrogenase maturation protein HypF	NC_000915	complement(46042..48351)	0	1573.53	100.0	100.0	100.0	100.0	1.0
HP0049	HP0049	agmatine deiminase	NC_000915	complement(48291..49283)	0	687.182	100.0	100.0	100.0	100.0	1.0
HP0050	HP0050	adenine-specific DNA methyltransferase	NC_000915	complement(49335..50033)	6.6e-177	481.1	100.0	100.0	100.0	100.0	1.0
HP0051	HP0051	cytosine specific DNA methyltransferase	NC_000915	complement(50030..51097)	0	730.324	100.0	100.0	100.0	100.0	1.0
HP0053	HP0053	hypothetical protein	NC_000915	complement(52459..53718)	0	858.981	100.0	100.0	100.0	100.0	1.0
HP0054	HP0054	adenine/cytosine DNA methyltransferase	NC_000915	complement(53715..56186)	0	1688.32	100.0	100.0	100.0	100.0	1.0
HP0055	HP0055	sodium/proline symporter	NC_000915	complement(56224..57714)	0	981.474	100.0	100.0	100.0	100.0	1.0
HP0056	HP0056	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	NC_000915	complement(57741..61298)	0	2451.4	100.0	100.0	100.0	100.0	1.0
HP0057	HP0057	hypothetical protein	NC_000915	61619..61828	7.8e-50	146.747	100.0	100.0	100.0	100.0	1.0
HP0059	HP0059	hypothetical protein	NC_000915	63145..63999	0	551.592	100.0	100.0	100.0	100.0	1.0
HP0060	HP0060	hypothetical protein	NC_000915	64016..66457	0	1664.05	100.0	100.0	100.0	100.0	1.0
HP0061	HP0061	hypothetical protein	NC_000915	66454..67023	1.6e-141	387.882	100.0	100.0	100.0	100.0	1.0
HP0062	HP0062	hypothetical protein	NC_000915	67039..67299	3.4e-59	171.785	100.0	100.0	100.0	100.0	1.0
HP0063	HP0063	hypothetical protein	NC_000915	67310..68800	0	1016.53	100.0	100.0	100.0	100.0	1.0
HP0064	HP0064	hypothetical protein	NC_000915	68770..69189	8.8e-102	283.493	100.0	100.0	100.0	100.0	1.0
HP0065	HP0065	hypothetical protein	NC_000915	69191..69544	1.4e-83	235.728	100.0	100.0	100.0	100.0	1.0
HP0066	HP0066	ATP-binding protein	NC_000915	69468..71963	0	1705.26	100.0	100.0	100.0	100.0	1.0
HP0067	HP0067	urease accessory protein UreH	NC_000915	complement(72021..72818)	0	552.362	100.0	100.0	100.0	100.0	1.0
HP0068	HP0068	urease accessory protein UreG	NC_000915	complement(72818..73417)	1.5e-148	406.757	100.0	100.0	100.0	100.0	1.0
HP0069	HP0069	urease accessory protein UreF	NC_000915	complement(73446..74210)	0	523.087	100.0	100.0	100.0	100.0	1.0
HP0070	HP0070	urease accessory protein UreE	NC_000915	complement(74233..74745)	1.7e-125	345.895	100.0	100.0	100.0	100.0	1.0
HP0071	HP0071	acid-activated urea channel protein	NC_000915	complement(74747..75334)	3.9e-141	387.497	100.0	100.0	100.0	100.0	1.0
HP0072	HP0072	urease subunit beta	NC_000915	complement(75527..77236)	0	1176.77	100.0	100.0	100.0	100.0	1.0
HP0073	HP0073	urease subunit alpha	NC_000915	complement(77240..77956)	3.0e-177	482.256	100.0	100.0	100.0	100.0	1.0
HP0074	HP0074	lipoprotein signal peptidase	NC_000915	complement(78302..78775)	1.3e-108	302.368	100.0	100.0	100.0	100.0	1.0
HP0075	HP0075	phosphoglucosamine mutase	NC_000915	complement(78769..80106)	0	909.442	100.0	100.0	100.0	100.0	1.0
HP0076	HP0076	30S ribosomal protein S20	NC_000915	80196..80465	2.8e-58	169.474	100.0	100.0	100.0	100.0	1.0
HP0077	HP0077	peptide chain release factor 1	NC_000915	80589..81647	0	709.909	100.0	100.0	100.0	100.0	1.0
HP0078	HP0078	membrane protein	NC_000915	82058..82315	1.1e-59	172.94	100.0	100.0	100.0	100.0	1.0
HP0079	HP0079	membrane protein	NC_000915	82326..84113	0	1210.28	100.0	100.0	100.0	100.0	1.0
HP0080	HP0080	hypothetical protein	NC_000915	84359..86140	0	1191.79	100.0	100.0	100.0	100.0	1.0
HP0081	HP0081	hypothetical protein	NC_000915	86410..86532	9.9e-25	81.2629	100.0	100.0	100.0	100.0	1.0
HP0082	HP0082	methyl-accepting chemotaxis transducer TlpC	NC_000915	complement(86656..88677)	0	1373.61	100.0	100.0	100.0	100.0	1.0
HP0083	HP0083	30S ribosomal protein S9	NC_000915	complement(88833..89222)	6.5e-94	262.692	100.0	100.0	100.0	100.0	1.0
HP0084	HP0084	50S ribosomal protein L13	NC_000915	complement(89219..89644)	2.7e-104	290.041	100.0	100.0	100.0	100.0	1.0
HP0085	HP0085	hypothetical protein	NC_000915	complement(89957..90145)	5.2e-39	119.013	100.0	100.0	100.0	100.0	1.0
HP0086	HP0086	malate:quinone oxidoreductase	NC_000915	complement(90152..91504)	0	927.546	100.0	100.0	100.0	100.0	1.0
HP0087	HP0087	hypothetical protein	NC_000915	complement(91558..92931)	0	947.192	100.0	100.0	100.0	100.0	1.0
HP0088	HP0088	RNA polymerase sigma factor RpoD	NC_000915	complement(92952..94967)	0	1338.17	100.0	100.0	100.0	100.0	1.0
HP0089	HP0089	aminodeoxyfutalosine nucleosidase	NC_000915	complement(95191..95886)	2.6e-170	464.151	100.0	100.0	100.0	100.0	1.0
HP0090	HP0090	malonyl CoA-ACP transacylase	NC_000915	complement(95897..96826)	0	634.795	100.0	100.0	100.0	100.0	1.0
HP0091	HP0091	type II restriction-modification system endonuclease	NC_000915	97256..98089	0	561.222	100.0	100.0	100.0	100.0	1.0
HP0092	HP0092	type II restriction-modification system methyltransferase	NC_000915	98083..98916	0	573.163	100.0	100.0	100.0	100.0	1.0
HP0095	HP0095	hypothetical protein	NC_000915	complement(99939..100469)	6.0e-129	355.14	100.0	100.0	100.0	100.0	1.0
HP0096	HP0096	2-hydroxyacid dehydrogenase	NC_000915	100542..101486	0	635.95	100.0	100.0	100.0	100.0	1.0
HP0097	HP0097	hypothetical protein	NC_000915	complement(101643..102356)	4.4e-177	481.871	100.0	100.0	100.0	100.0	1.0
HP0098	HP0098	threonine synthase	NC_000915	complement(102461..103921)	0	998.808	100.0	100.0	100.0	100.0	1.0
HP0099	HP0099	methyl-accepting chemotaxis protein TlpA	NC_000915	104125..106152	0	1356.27	100.0	100.0	100.0	100.0	1.0
HP0100	HP0100	hypothetical protein	NC_000915	106152..107258	0	748.043	100.0	100.0	100.0	100.0	1.0
HP0101	HP0101	membrane protein	NC_000915	107471..108232	0	513.072	100.0	100.0	100.0	100.0	1.0
HP0102	HP0102	glycosyltransferase	NC_000915	complement(108215..108994)	0	527.324	100.0	100.0	100.0	100.0	1.0
HP0103	HP0103	methyl-accepting chemotaxis protein TlpB	NC_000915	complement(109025..110722)	0	1148.27	100.0	100.0	100.0	100.0	1.0
HP0104	HP0104	2',3'-cyclic-nucleotide 2'-phosphodiesterase	NC_000915	complement(110928..112673)	0	1169.45	100.0	100.0	100.0	100.0	1.0
HP0105	HP0105	S-ribosylhomocysteinase	NC_000915	complement(112828..113280)	2.2e-114	316.235	100.0	100.0	100.0	100.0	1.0
HP0106	HP0106	cystathionine gamma-synthase	NC_000915	complement(113333..114475)	0	780.785	100.0	100.0	100.0	100.0	1.0
HP0107	HP0107	cysteine synthetase CysK	NC_000915	complement(114500..115420)	0	613.224	100.0	100.0	100.0	100.0	1.0
HP0108	HP0108	hypothetical protein	NC_000915	115459..116019	7.5e-142	388.652	100.0	100.0	100.0	100.0	1.0
HP0109	HP0109	molecular chaperone DnaK	NC_000915	complement(116362..118224)	0	1241.1	100.0	100.0	100.0	100.0	1.0
HP0110	HP0110	heat shock protein GrpE	NC_000915	complement(118254..118823)	4.1e-138	379.407	100.0	100.0	100.0	100.0	1.0
HP0111	HP0111	heat-inducible transcription repressor	NC_000915	complement(118823..119653)	0	555.829	100.0	100.0	100.0	100.0	1.0
HP0112	HP0112	hypothetical protein	NC_000915	119980..120675	2.4e-175	476.863	100.0	100.0	100.0	100.0	1.0
HP0113	HP0113	hypothetical protein	NC_000915	120696..120992	3.7e-69	197.978	100.0	100.0	100.0	100.0	1.0
HP0114	HP0114	hypothetical protein	NC_000915	complement(121002..122888)	0	1281.54	100.0	100.0	100.0	100.0	1.0
HP0115	HP0115	flagellin B	NC_000915	complement(122948..124492)	0	1018.07	100.0	100.0	100.0	100.0	1.0
HP0116	HP0116	DNA topoisomerase I	NC_000915	124658..126868	0	1501.11	100.0	100.0	100.0	100.0	1.0
HP0117	HP0117	hypothetical protein	NC_000915	126861..127787	0	617.846	100.0	100.0	100.0	100.0	1.0
HP0118	HP0118	hypothetical protein	NC_000915	complement(127931..129118)	0	790.801	100.0	100.0	100.0	100.0	1.0
HP0119	HP0119	hypothetical protein	NC_000915	complement(129383..130768)	0	920.998	100.0	100.0	100.0	100.0	1.0
HP0120	HP0120	hypothetical protein	NC_000915	complement(131053..132249)	0	809.675	100.0	100.0	100.0	100.0	1.0
HP0121	HP0121	phosphoenolpyruvate synthase	NC_000915	complement(132346..134784)	0	1682.15	100.0	100.0	100.0	100.0	1.0
HP0122	HP0122	hypothetical protein	NC_000915	134971..135102	3.4e-28	90.1225	100.0	100.0	100.0	100.0	1.0
HP0123	HP0123	threonine--tRNA ligase	NC_000915	135142..136980	0	1255.74	100.0	100.0	100.0	100.0	1.0
HP0124	HP0124	translation initiation factor IF-3	NC_000915	136977..137588	1.6e-151	414.461	100.0	100.0	100.0	100.0	1.0
HP0125	HP0125	50S ribosomal protein L35	NC_000915	137569..137763	5.1e-42	126.716	100.0	100.0	100.0	100.0	1.0
HP0126	HP0126	50S ribosomal protein L20	NC_000915	137857..138207	1.8e-83	235.343	100.0	100.0	100.0	100.0	1.0
HP0127	HP0127	membrane protein	NC_000915	138407..139267	0	588.571	100.0	100.0	100.0	100.0	1.0
HP0128	HP0128	hypothetical protein	NC_000915	139319..139444	2.0e-25	83.1889	100.0	100.0	100.0	100.0	1.0
HP0129	HP0129	hypothetical protein	NC_000915	139617..140042	3.5e-103	287.345	100.0	100.0	100.0	100.0	1.0
HP0130	HP0130	hypothetical protein	NC_000915	140453..141313	0	583.563	100.0	100.0	100.0	100.0	1.0
HP0131	HP0131	hypothetical protein	NC_000915	142028..142129	2.5e-18	64.6994	100.0	100.0	100.0	100.0	1.0
HP0132	HP0132	L-serine deaminase SdaA	NC_000915	complement(142227..143594)	0	926.391	100.0	100.0	100.0	100.0	1.0
HP0133	HP0133	serine transporter SdaC	NC_000915	complement(143594..144835)	0	828.55	100.0	100.0	100.0	100.0	1.0
HP0134	HP0134	phospho-2-dehydro-3-deoxyheptonate aldolase	NC_000915	145016..146365	0	939.873	100.0	100.0	100.0	100.0	1.0
HP0135	HP0135	hypothetical protein	NC_000915	146444..146578	1.9e-28	90.8929	100.0	100.0	100.0	100.0	1.0
HP0136	HP0136	peroxiredoxin bcp	NC_000915	complement(146813..147271)	1.0e-112	312.383	100.0	100.0	100.0	100.0	1.0
HP0137	HP0137	hypothetical protein	NC_000915	complement(147281..147916)	3.4e-156	426.787	100.0	100.0	100.0	100.0	1.0
HP0138	HP0138	iron-sulfur cluster-binding protein	NC_000915	complement(147909..149354)	0	995.727	100.0	100.0	100.0	100.0	1.0
HP0139	HP0139	hypothetical protein	NC_000915	complement(149383..150111)	0	502.286	100.0	100.0	100.0	100.0	1.0
HP0140	HP0140	L-lactate permease LctP	NC_000915	150342..151991	0	1070.46	100.0	100.0	100.0	100.0	1.0
HP0141	HP0141	L-lactate permease LctP	NC_000915	152048..153703	0	1075.85	100.0	100.0	100.0	100.0	1.0
HP0142	HP0142	DNA glycosylase MutY	NC_000915	complement(153727..154713)	0	669.848	100.0	100.0	100.0	100.0	1.0
HP0144	HP0144	cbb3-type cytochrome c oxidase subunit I	NC_000915	156334..157800	0	977.622	100.0	100.0	100.0	100.0	1.0
HP0145	HP0145	cbb3-type cytochrome c oxidase subunit II	NC_000915	157813..158511	4.0e-178	484.182	100.0	100.0	100.0	100.0	1.0
HP0146	HP0146	cbb3-type cytochrome c oxidase subunit IV	NC_000915	158519..158740	5.5e-51	149.828	100.0	100.0	100.0	100.0	1.0
HP0147	HP0147	cbb3-type cytochrome c oxidase subunit III	NC_000915	158742..159602	0	593.193	100.0	100.0	100.0	100.0	1.0
HP0148	HP0148	hypothetical protein	NC_000915	159630..159836	2.8e-46	137.502	100.0	100.0	100.0	100.0	1.0
HP0149	HP0149	hypothetical protein	NC_000915	159937..160521	1.4e-143	393.66	100.0	100.0	100.0	100.0	1.0
HP0150	HP0150	hypothetical protein	NC_000915	160534..161124	8.7e-144	394.43	100.0	100.0	100.0	100.0	1.0
HP0151	HP0151	membrane protein	NC_000915	161157..161969	0	523.472	100.0	100.0	100.0	100.0	1.0
HP0152	HP0152	hypothetical protein	NC_000915	complement(161966..162829)	0	585.874	100.0	100.0	100.0	100.0	1.0
HP0153	HP0153	recombinase RecA	NC_000915	162928..163971	0	699.893	100.0	100.0	100.0	100.0	1.0
HP0154	HP0154	enolase	NC_000915	163983..165263	0	867.455	100.0	100.0	100.0	100.0	1.0
HP0155	HP0155	hypothetical protein	NC_000915	165256..165531	2.8e-62	179.874	100.0	100.0	100.0	100.0	1.0
HP0156	HP0156	hypothetical protein	NC_000915	165543..166145	5.6e-149	407.912	100.0	100.0	100.0	100.0	1.0
HP0157	HP0157	shikimate kinase	NC_000915	166150..166638	6.8e-117	323.553	100.0	100.0	100.0	100.0	1.0
HP0158	HP0158	membrane protein	NC_000915	166660..167616	0	649.818	100.0	100.0	100.0	100.0	1.0
HP0159	HP0159	lipopolysaccharide 1,2-glucosyltransferase RfaJ	NC_000915	complement(167613..168731)	0	765.763	100.0	100.0	100.0	100.0	1.0
HP0160	HP0160	beta-lactamase HcpD	NC_000915	168882..169802	0	623.239	100.0	100.0	100.0	100.0	1.0
HP0162	HP0162	transcriptional regulator	NC_000915	complement(170704..171426)	3.0e-178	484.952	100.0	100.0	100.0	100.0	1.0
HP0163	HP0163	delta-aminolevulinic acid dehydratase	NC_000915	complement(171427..172398)	0	665.226	100.0	100.0	100.0	100.0	1.0
HP0166	HP0166	response regulator OmpR	NC_000915	complement(173778..174455)	1.2e-164	449.514	100.0	100.0	100.0	100.0	1.0
HP0167	HP0167	hypothetical protein	NC_000915	complement(174691..175164)	1.3e-111	309.686	100.0	100.0	100.0	100.0	1.0
HP0168	HP0168	hypothetical protein	NC_000915	complement(175143..175406)	7.7e-62	178.333	100.0	100.0	100.0	100.0	1.0
HP0169	HP0169	protease	NC_000915	complement(175453..176721)	0	869.766	100.0	100.0	100.0	100.0	1.0
HP0170	HP0170	hypothetical protein	NC_000915	complement(176724..177485)	0	511.916	100.0	100.0	100.0	100.0	1.0
HP0171	HP0171	peptide chain release factor 2	NC_000915	complement(177560..178651)	0	744.191	100.0	100.0	100.0	100.0	1.0
HP0172	HP0172	molybdopterin biosynthesis protein MoeA	NC_000915	complement(178712..179887)	0	789.26	100.0	100.0	100.0	100.0	1.0
HP0173	HP0173	flagellar biosynthesis protein FliR	NC_000915	complement(179897..180664)	0	495.738	100.0	100.0	100.0	100.0	1.0
HP0174	HP0174	hypothetical protein	NC_000915	complement(180658..181434)	0	509.99	100.0	100.0	100.0	100.0	1.0
HP0174a	HP0174a	hypothetical protein	NC_000915	complement(181499..181717)	4.2e-45	135.191	100.0	100.0	100.0	100.0	1.0
HP0175	HP0175	peptidylprolyl isomerase	NC_000915	181865..182764	0	610.912	100.0	100.0	100.0	100.0	1.0
HP0176	HP0176	fructose-bisphosphate aldolase	NC_000915	182781..183704	0	626.32	100.0	100.0	100.0	100.0	1.0
HP0177	HP0177	elongation factor P	NC_000915	183726..184289	1.4e-139	382.874	100.0	100.0	100.0	100.0	1.0
HP0178	HP0178	pseudaminic acid synthase	NC_000915	complement(184798..185820)	0	695.656	100.0	100.0	100.0	100.0	1.0
HP0179	HP0179	ABC transporter ATP-binding protein	NC_000915	complement(185824..186465)	7.4e-156	426.402	100.0	100.0	100.0	100.0	1.0
HP0180	HP0180	apolipoprotein N-acyltransferase	NC_000915	complement(186462..187739)	0	846.655	100.0	100.0	100.0	100.0	1.0
HP0181	HP0181	CvpA family protein	NC_000915	187997..188671	1.0e-165	452.21	100.0	100.0	100.0	100.0	1.0
HP0182	HP0182	lysine--tRNA ligase	NC_000915	188681..190186	0	1027.31	100.0	100.0	100.0	100.0	1.0
HP0183	HP0183	serine hydroxymethyltransferase	NC_000915	190186..191436	0	857.44	100.0	100.0	100.0	100.0	1.0
HP0184	HP0184	hypothetical protein	NC_000915	191447..191989	2.3e-136	374.4	100.0	100.0	100.0	100.0	1.0
HP0185	HP0185	hypothetical protein	NC_000915	192011..192814	0	540.036	100.0	100.0	100.0	100.0	1.0
HP0186	HP0186	hypothetical protein	NC_000915	complement(193210..194424)	0	816.994	100.0	100.0	100.0	100.0	1.0
HP0189	HP0189	hypothetical protein	NC_000915	195057..195590	9.7e-127	349.747	100.0	100.0	100.0	100.0	1.0
HP0190	HP0190	hypothetical protein	NC_000915	complement(195596..197104)	0	1025.77	100.0	100.0	100.0	100.0	1.0
HP0191	HP0191	fumarate reductase iron-sulfur subunit	NC_000915	complement(197126..197863)	0	509.22	100.0	100.0	100.0	100.0	1.0
HP0192	HP0192	fumarate reductase flavoprotein subunit	NC_000915	complement(197856..200000)	0	1488.4	100.0	100.0	100.0	100.0	1.0
HP0193	HP0193	fumarate reductase cytochrome b-556 subunit	NC_000915	complement(200010..200777)	0	513.457	100.0	100.0	100.0	100.0	1.0
HP0194	HP0194	triosephosphate isomerase	NC_000915	200992..201696	9.2e-176	478.404	100.0	100.0	100.0	100.0	1.0
HP0195	HP0195	enoyl-ACP reductase	NC_000915	201706..202533	0	558.525	100.0	100.0	100.0	100.0	1.0
HP0196	HP0196	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	NC_000915	202543..203553	0	684.1	100.0	100.0	100.0	100.0	1.0
HP0197	HP0197	S-adenosylmethionine synthetase	NC_000915	203618..204775	0	797.349	100.0	100.0	100.0	100.0	1.0
HP0198	HP0198	nucleoside diphosphate kinase	NC_000915	204842..205255	3.7e-99	276.559	100.0	100.0	100.0	100.0	1.0
HP0199	HP0199	hypothetical protein	NC_000915	205281..205637	7.9e-85	238.81	100.0	100.0	100.0	100.0	1.0
HP0200	HP0200	50S ribosomal protein L32	NC_000915	205653..205799	1.2e-31	99.3673	100.0	100.0	100.0	100.0	1.0
HP0201	HP0201	glycerol-3-phosphate acyltransferase PlsX	NC_000915	205874..206890	0	688.723	100.0	100.0	100.0	100.0	1.0
HP0202	HP0202	3-oxoacyl-ACP synthase	NC_000915	206915..207910	0	683.33	100.0	100.0	100.0	100.0	1.0
HP0204	HP0204	hypothetical protein	NC_000915	complement(208866..209249)	2.4e-92	258.84	100.0	100.0	100.0	100.0	1.0
HP0207	HP0207	multiple resistance/pH adaption protein mrp	NC_000915	212141..213379	0	843.958	100.0	100.0	100.0	100.0	1.0
HP0208	HP0208	lipopolysaccharide biosynthesis protein	NC_000915	complement(213393..214448)	0	709.523	100.0	100.0	100.0	100.0	1.0
HP0209	HP0209	membrane protein	NC_000915	214745..216097	0	924.08	100.0	100.0	100.0	100.0	1.0
HP0210	HP0210	chaperone protein HtpG	NC_000915	216201..218066	0	1256.89	100.0	100.0	100.0	100.0	1.0
HP0211	HP0211	beta-lactamase HcpA	NC_000915	complement(218266..219018)	0	500.36	100.0	100.0	100.0	100.0	1.0
HP0212	HP0212	succinyl-diaminopimelate desuccinylase	NC_000915	complement(219098..220249)	0	778.089	100.0	100.0	100.0	100.0	1.0
HP0213	HP0213	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA	NC_000915	complement(220259..222124)	0	1272.69	100.0	100.0	100.0	100.0	1.0
HP0214	HP0214	carboxylate transporter	NC_000915	222220..223878	0	1101.27	100.0	100.0	100.0	100.0	1.0
HP0215	HP0215	phosphatidate cytidylyltransferase	NC_000915	223891..224691	0	517.694	100.0	100.0	100.0	100.0	1.0
HP0216	HP0216	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NC_000915	224692..225798	0	737.258	100.0	100.0	100.0	100.0	1.0
HP0217	HP0217	beta-1,4-N-acetylgalactosamyltransferase	NC_000915	225849..226991	0	784.252	100.0	100.0	100.0	100.0	1.0
HP0218	HP0218	phospholipid-binding protein	NC_000915	complement(227007..227558)	7.0e-140	383.259	100.0	100.0	100.0	100.0	1.0
HP0219	HP0219	DNA-binding protein	NC_000915	227686..228165	6.6e-117	323.553	100.0	100.0	100.0	100.0	1.0
HP0220	HP0220	cysteine desulfurase	NC_000915	228339..229502	0	798.89	100.0	100.0	100.0	100.0	1.0
HP0221	HP0221	nitrogen fixation protein NifU	NC_000915	229524..230504	0	668.692	100.0	100.0	100.0	100.0	1.0
HP0222	HP0222	hypothetical protein	NC_000915	230651..230872	1.6e-49	146.362	100.0	100.0	100.0	100.0	1.0
HP0223	HP0223	DNA repair protein RadA	NC_000915	230973..232343	0	922.539	100.0	100.0	100.0	100.0	1.0
HP0224	HP0224	bifunctional methionine sulfoxide reductase subunits A/B	NC_000915	232467..233546	0	733.406	100.0	100.0	100.0	100.0	1.0
HP0226	HP0226	membrane protein	NC_000915	complement(233929..234762)	0	538.495	100.0	100.0	100.0	100.0	1.0
HP0227	HP1342	membrane protein	NC_000915	1400936..1403011	0	1407.12	100.0	100.0	100.0	100.0	0.0
HP0228	HP0228	sulfate permease	NC_000915	237297..238469	0	761.14	100.0	100.0	100.0	100.0	1.0
HP0229	HP0229	membrane protein	NC_000915	complement(238708..240159)	0	977.622	100.0	100.0	100.0	100.0	1.0
HP0230	HP0230	3-deoxy-manno-octulosonate cytidylyltransferase	NC_000915	complement(240354..241085)	0	494.967	100.0	100.0	100.0	100.0	1.0
HP0231	HP0231	protein-disulfide isomerase	NC_000915	241193..241990	0	540.421	100.0	100.0	100.0	100.0	1.0
HP0232	HP0232	hypothetical protein	NC_000915	242006..242653	1.3e-157	431.024	100.0	100.0	100.0	100.0	1.0
HP0233	HP0233	glutathionylspermidine synthase	NC_000915	242677..243849	0	805.053	100.0	100.0	100.0	100.0	1.0
HP0234	HP0234	membrane protein	NC_000915	243849..244379	2.2e-128	353.599	100.0	100.0	100.0	100.0	1.0
HP0235	HP0235	beta-lactamase HcpE	NC_000915	complement(245098..246165)	0	720.694	100.0	100.0	100.0	100.0	1.0
HP0236	HP0236	hypothetical protein	NC_000915	complement(246258..246629)	9.1e-91	254.218	100.0	100.0	100.0	100.0	1.0
HP0237	HP0237	porphobilinogen deaminase	NC_000915	complement(246629..247549)	0	612.453	100.0	100.0	100.0	100.0	1.0
HP0238	HP0238	proline--tRNA ligase	NC_000915	complement(247560..249293)	0	1179.85	100.0	100.0	100.0	100.0	1.0
