query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPB8_RS00145	HP1502	membrane protein	NC_000915	1574413..1574850	2.4e-104	290.426	100.0	100.0	100.0	100.0	1.0
HPB8_RS00150	HP1501	membrane protein	NC_000915	complement(1573068..1574234)	0	788.104	98.4	99.0	100.0	99.7	1.0
HPB8_RS00155	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00160	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00165	HP1208	adenine-specific DNA methyltransferase	NC_000915	complement(1285193..1286182)	8.2e-25	98.5969	28.3	48.3	91.3	93.3	0.0
HPB8_RS00170	HP1498	permease	NC_000915	1570670..1571737	0	699.123	98.6	100.0	100.0	100.0	1.0
HPB8_RS00175	HP1497	peptidyl-tRNA hydrolase	NC_000915	1570055..1570615	4.1e-134	369.007	96.2	98.9	100.0	100.0	1.0
HPB8_RS00180	HP1496	50S ribosomal protein L25	NC_000915	1569509..1570045	1.9e-126	348.977	98.9	99.4	100.0	100.0	1.0
HPB8_RS00185	HP1495	transaldolase	NC_000915	1568504..1569454	0	608.986	94.9	97.5	100.0	100.0	1.0
HPB8_RS00190	HP1494	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	NC_000915	1567157..1568500	0	878.241	95.7	98.2	100.0	100.0	1.0
HPB8_RS00195	HP1493	hypothetical protein	NC_000915	1566542..1567153	1.0e-143	394.815	98.5	99.5	100.0	100.0	1.0
HPB8_RS00200	HP1492	hypothetical protein	NC_000915	1566261..1566530	2.5e-62	179.874	100.0	100.0	100.0	100.0	1.0
HPB8_RS00205	HP1491	phosphate permease	NC_000915	complement(1564521..1566122)	0	1041.18	98.5	99.6	100.0	100.0	1.0
HPB8_RS00210	HP1490	membrane protein	NC_000915	complement(1563068..1564417)	0	895.575	98.4	98.9	100.0	100.0	1.0
HPB8_RS00215	HP1489	hypothetical protein	NC_000915	complement(1561539..1563071)	0	1001.12	96.3	97.8	100.0	100.0	1.0
HPB8_RS00220	HP1488	membrane protein	NC_000915	complement(1560538..1561527)	0	649.432	99.4	99.4	100.0	98.8	1.0
HPB8_RS00225	HP1487	hypothetical protein	NC_000915	complement(1559429..1560526)	0	719.924	95.9	97.5	100.0	100.0	1.0
HPB8_RS00230	HP1486	hypothetical protein	NC_000915	complement(1558302..1559432)	0	742.651	98.4	98.7	100.0	100.0	1.0
HPB8_RS00235	HP1485	hypothetical protein	NC_000915	complement(1557743..1558315)	1.2e-137	378.252	97.4	98.4	100.0	100.0	1.0
HPB8_RS00240	HP1484	membrane protein	NC_000915	complement(1557286..1557732)	5.0e-107	297.36	98.6	98.6	100.0	100.0	1.0
HPB8_RS00245	HP1483	ubiquinone/menaquinone biosynthesis methyltransferase	NC_000915	complement(1556519..1557259)	2.3e-175	478.404	95.9	97.2	100.0	100.0	1.0
HPB8_RS00250	HP1482	exodeoxyribonuclease VII small subunit	NC_000915	complement(1556249..1556509)	5.3e-54	158.688	91.0	94.4	100.0	100.0	1.0
HPB8_RS00260	HP1480	serine--tRNA ligase	NC_000915	complement(1554200..1555447)	0	829.321	97.1	98.3	100.0	100.0	1.0
HPB8_RS00265	HP1479	hypothetical protein	NC_000915	complement(1551656..1554190)	0	1556.19	96.0	97.6	100.0	100.0	1.0
HPB8_RS00270	HP1478	DNA helicase II UvrD	NC_000915	complement(1549611..1551659)	0	1342.41	96.0	98.2	100.0	99.9	1.0
HPB8_RS00275	HP1477	flagellar basal body P-ring biosynthesis protein FlgA	NC_000915	complement(1548958..1549614)	7.7e-148	406.371	94.0	97.2	100.0	100.0	1.0
HPB8_RS00280	HP1476	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	NC_000915	complement(1548385..1548948)	9.7e-137	375.941	98.4	99.5	100.0	100.0	1.0
HPB8_RS00285	HP1475	phosphopantetheine adenylyltransferase	NC_000915	complement(1547912..1548385)	5.0e-115	318.546	97.5	98.1	100.0	100.0	1.0
HPB8_RS00290	HP1474	thymidylate kinase	NC_000915	complement(1547335..1547910)	3.7e-127	352.058	92.1	95.8	100.0	100.0	1.0
HPB8_RS00295	HP1473	amidophosphoribosyltransferase	NC_000915	complement(1546772..1547347)	3.6e-135	372.089	95.8	96.9	100.0	100.0	1.0
HPB8_RS00300	HP1472	hypothetical protein	NC_000915	complement(1544702..1546741)	2.8e-110	344.354	36.9	54.0	95.0	95.1	1.0
HPB8_RS00305	HP1471	hypothetical protein	NC_000915	complement(1543443..1544636)	1.0e-34	122.865	50.0	57.9	79.3	41.8	0.0
HPB8_RS00310	HP1471	hypothetical protein	NC_000915	complement(1543443..1544636)	3.2e-42	142.51	45.7	53.8	95.6	50.4	1.0
HPB8_RS00315	HP1470	DNA polymerase I	NC_000915	complement(1540697..1543375)	0	1702.18	95.0	97.0	100.0	99.9	1.0
HPB8_RS00320	HP1469	membrane protein	NC_000915	complement(1539836..1540582)	0	500.745	97.6	99.2	100.0	100.0	1.0
HPB8_RS00325	HP1468	branched-chain amino acid aminotransferase	NC_000915	complement(1538762..1539784)	0	657.907	95.9	98.2	100.0	100.0	1.0
HPB8_RS00330	HP1467	membrane protein	NC_000915	1538062..1538757	9.8e-171	465.307	98.7	99.6	100.0	100.0	1.0
HPB8_RS00335	HP1466	ABC transporter permease	NC_000915	complement(1536794..1537927)	0	753.051	98.1	98.9	100.0	100.0	1.0
HPB8_RS00340	HP1465	ABC transporter ATP-binding protein	NC_000915	complement(1536009..1536794)	0	533.487	98.9	99.2	100.0	100.0	1.0
HPB8_RS00345	HP1464	hypothetical protein	NC_000915	complement(1535209..1536024)	0	545.814	99.3	100.0	100.0	100.0	1.0
HPB8_RS00350	HP1463	hypothetical protein	NC_000915	complement(1534529..1535206)	1.7e-166	454.136	97.3	98.7	100.0	100.0	1.0
HPB8_RS00355	HP1462	hypothetical protein	NC_000915	complement(1533923..1534441)	8.2e-129	355.525	98.3	99.4	88.2	100.0	1.0
HPB8_RS00360	HP1461	cytochrome c551 peroxidase	NC_000915	1532694..1533746	0	720.694	99.1	99.7	100.0	100.0	1.0
HPB8_RS00365	HP1460	DNA polymerase III subunit alpha	NC_000915	complement(1528911..1532546)	0	2448.7	98.3	99.4	100.0	100.0	1.0
HPB8_RS00370	HP1459	pseudouridine synthase	NC_000915	complement(1528141..1528929)	0	508.449	96.9	99.2	100.0	98.1	1.0
HPB8_RS00375	HP1458	thioredoxin	NC_000915	complement(1527772..1528086)	7.6e-74	210.305	98.1	99.0	100.0	100.0	1.0
HPB8_RS00380	HP1457	lipoprotein	NC_000915	complement(1526770..1527402)	1.6e-155	425.246	99.5	99.5	100.0	100.0	1.0
HPB8_RS00385	HP1456	membrane-associated lipoprotein	NC_000915	complement(1526219..1526746)	1.6e-127	351.288	99.4	100.0	100.0	100.0	1.0
HPB8_RS00390	HP1455	hypothetical protein	NC_000915	complement(1525870..1526262)	1.8e-76	218.009	95.6	97.3	100.0	86.9	1.0
HPB8_RS00395	HP1454	hypothetical protein	NC_000915	complement(1524949..1525860)	0	608.986	98.3	98.7	100.0	100.0	1.0
HPB8_RS00400	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00405	HP1453	membrane protein	NC_000915	1521892..1524132	0	1497.64	97.7	99.1	100.0	100.0	1.0
HPB8_RS00410	HP1452	tRNA modification GTPase TrmE	NC_000915	1520303..1521688	0	877.856	97.3	98.4	100.0	97.6	1.0
HPB8_RS00415	HP1451	hypothetical protein	NC_000915	1519549..1520343	0	499.975	95.1	97.0	100.0	100.0	1.0
HPB8_RS00420	HP1450	membrane protein insertase YidC	NC_000915	1517906..1519549	0	1069.69	96.5	97.4	100.0	100.0	1.0
HPB8_RS00425	HP1449	membrane protein insertion efficiency factor	NC_000915	1517547..1517900	6.6e-77	218.779	93.2	94.9	100.0	100.0	1.0
HPB8_RS00430	HP1448	ribonuclease P protein component	NC_000915	1517075..1517560	7.9e-112	310.842	95.0	96.3	100.0	100.0	1.0
HPB8_RS00435	HP1447	50S ribosomal protein L34	NC_000915	1516981..1517115	1.8e-27	88.5817	100.0	100.0	100.0	100.0	1.0
HPB8_RS00440	HP1446	biopolymer transport protein ExbD	NC_000915	1516508..1516909	8.5e-90	252.677	98.5	99.2	100.0	100.0	1.0
HPB8_RS00445	HP1445	biopolymer transport protein ExbB	NC_000915	1516045..1516497	5.7e-107	297.36	98.7	99.3	100.0	100.0	1.0
HPB8_RS00450	HP1444	SsrA-binding protein	NC_000915	1515584..1516042	1.5e-108	301.597	100.0	100.0	100.0	100.0	1.0
HPB8_RS00455	HP1443	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	NC_000915	1514781..1515587	0	509.22	93.2	95.5	99.6	99.3	1.0
HPB8_RS00460	HP1442	carbon storage regulator	NC_000915	1514554..1514784	5.4e-50	147.517	100.0	100.0	100.0	100.0	1.0
HPB8_RS00465	HP1441	peptidyl-prolyl cis-trans isomerase B	NC_000915	1514043..1514534	4.6e-118	326.635	96.9	98.8	100.0	99.4	1.0
HPB8_RS00470	HP1440	hypothetical protein	NC_000915	complement(1513143..1513922)	0	521.161	95.8	97.7	100.0	100.0	1.0
HPB8_RS00480	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00485	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00500	HP1436	hypothetical protein	NC_000915	1507950..1508198	4.2e-51	150.984	88.4	90.7	100.0	100.0	1.0
HPB8_RS00505	HP1435	endopeptidase IV	NC_000915	complement(1507001..1507879)	0	573.163	97.3	98.3	100.0	100.0	1.0
HPB8_RS00510	HP1434	formyltetrahydrofolate hydrolase PurU	NC_000915	complement(1506117..1506998)	0	572.007	95.9	99.0	100.0	100.0	1.0
HPB8_RS00515	HP1383	hypothetical protein	NC_000915	1446446..1446928	3.1e-42	141.354	69.5	79.0	26.8	65.6	1.0
HPB8_RS00520	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00525	HP1431	rRNA small subunit methyltransferase A	NC_000915	complement(1501517..1502332)	0	524.628	97.4	98.2	100.0	100.0	1.0
HPB8_RS00530	HP1430	ribonuclease J	NC_000915	complement(1499410..1501479)	0	1380.54	97.5	98.6	100.0	100.0	1.0
HPB8_RS00535	HP1429	KpsF/GutQ family protein	NC_000915	complement(1498437..1499426)	0	635.95	96.4	98.5	100.0	100.0	1.0
HPB8_RS00540	HP1428	dual-specificity RNA methyltransferase RlmN	NC_000915	complement(1497367..1498440)	0	712.99	96.9	98.3	100.0	100.0	1.0
HPB8_RS00555	HP1113	membrane protein	NC_000915	1174794..1175627	1.3e-04	35.4242	34.2	53.9	56.7	27.1	0.0
HPB8_RS00560	HP1424	hypothetical protein	NC_000915	1495064..1495684	2.0e-134	371.703	91.3	95.6	100.0	100.0	1.0
HPB8_RS00565	HP1423	hypothetical protein	NC_000915	complement(1494708..1494962)	2.5e-59	171.785	97.6	97.6	100.0	100.0	1.0
HPB8_RS00570	HP1422	isoleucine--tRNA ligase	NC_000915	complement(1491921..1494683)	0	1811.19	94.8	96.6	100.0	100.0	1.0
HPB8_RS00575	HP1421	type IV secretion system ATPase	NC_000915	complement(1490990..1491904)	0	613.994	97.7	99.3	100.0	100.0	1.0
HPB8_RS00580	HP1420	flagellum-specific ATP synthase	NC_000915	complement(1489685..1490989)	0	867.84	98.8	99.3	100.0	100.0	1.0
HPB8_RS00585	HP1419	flagellar biosynthesis protein FliQ	NC_000915	complement(1489408..1489674)	1.1e-57	167.933	100.0	100.0	100.0	100.0	1.0
HPB8_RS00590	HP1418	UDP-N-acetylenolpyruvoylglucosamine reductase	NC_000915	complement(1488625..1489404)	0	501.901	95.8	97.3	100.0	100.0	1.0
HPB8_RS00600	HP1351	hypothetical protein	NC_000915	complement(1411346..1412218)	9.3e-96	275.404	90.0	93.3	87.7	51.7	1.0
HPB8_RS00605	HP1350	protease	NC_000915	complement(1409757..1411136)	0	897.501	98.5	99.6	100.0	98.9	1.0
HPB8_RS00610	HP1349	hypothetical protein	NC_000915	complement(1408587..1409750)	0	772.311	98.4	99.5	100.0	100.0	1.0
HPB8_RS00615	HP1348	1-acylglycerol-3-phosphate O-acyltransferase	NC_000915	complement(1407878..1408600)	4.1e-173	471.855	98.3	99.1	99.1	96.2	1.0
HPB8_RS00620	HP1347	uracil-DNA glycosylase	NC_000915	complement(1407180..1407881)	1.2e-169	462.996	97.0	98.3	100.0	100.0	1.0
HPB8_RS00625	HP1346	glyceraldehyde-3-phosphate dehydrogenase	NC_000915	complement(1406099..1407091)	0	668.692	99.1	99.4	100.0	100.0	1.0
HPB8_RS00630	HP1345	phosphoglycerate kinase	NC_000915	complement(1404875..1406083)	0	808.52	99.0	99.5	100.0	100.0	1.0
HPB8_RS00635	HP1344	magnesium transport protein CorA	NC_000915	complement(1403903..1404859)	0	642.884	99.4	99.7	100.0	100.0	1.0
HPB8_RS00640	HP1343	membrane protein	NC_000915	complement(1403168..1403896)	6.7e-164	449.129	94.6	96.3	100.0	100.0	1.0
HPB8_RS00645	HP1342	membrane protein	NC_000915	1400936..1403011	0	1022.31	80.0	86.8	99.7	100.0	1.0
HPB8_RS00650	HP1341	energy transducer TonB	NC_000915	1399888..1400745	0	525.398	95.5	96.9	100.0	100.0	1.0
HPB8_RS00655	HP1340	biopolymer transport protein ExbD	NC_000915	1399533..1399922	2.1e-90	253.832	98.4	99.2	100.0	100.0	1.0
HPB8_RS00660	HP1339	biopolymer transport protein ExbB	NC_000915	1399036..1399536	2.7e-97	273.478	95.9	98.6	100.0	87.3	1.0
HPB8_RS00665	HP1338	nickel responsive regulator	NC_000915	complement(1398327..1398773)	8.3e-109	301.982	99.3	99.3	100.0	100.0	1.0
HPB8_RS00670	HP1337	nicotinate-nucleotide adenylyltransferase	NC_000915	complement(1397819..1398343)	1.7e-118	328.561	94.2	97.1	100.0	98.3	1.0
HPB8_RS00675	HP1336	hypothetical protein	NC_000915	1397061..1397822	7.6e-180	490.345	94.5	96.4	100.0	100.0	1.0
HPB8_RS00680	HP1335	tRNA-specific 2-thiouridylase MnmA	NC_000915	complement(1395894..1396922)	0	659.062	95.9	98.2	100.0	100.0	1.0
HPB8_RS00685	HP1333	hypothetical protein	NC_000915	1393799..1394947	0	665.611	93.8	96.7	96.6	96.6	1.0
HPB8_RS00690	HP1332	molecular chaperone DnaJ	NC_000915	complement(1392565..1393674)	0	749.969	98.9	99.7	100.0	100.0	1.0
HPB8_RS00695	HP1331	membrane protein	NC_000915	complement(1391868..1392554)	2.6e-165	451.44	97.4	97.8	100.0	100.0	1.0
HPB8_RS00700	HP1330	hypothetical protein	NC_000915	complement(1391527..1391874)	2.1e-79	225.328	97.4	99.1	96.6	99.1	1.0
HPB8_RS00705	HP1329	cation efflux system protein CzCA	NC_000915	1388417..1391524	0	2050.02	98.0	99.0	99.9	99.9	1.0
HPB8_RS00710	HP1328	hypothetical protein	NC_000915	1387400..1388416	0	643.269	94.1	96.2	100.0	100.0	1.0
HPB8_RS00715	HP1327	membrane protein	NC_000915	1386165..1387403	0	718.383	94.9	97.6	100.0	100.0	1.0
HPB8_RS00720	HP1326	hypothetical protein	NC_000915	1385783..1386160	1.4e-89	251.521	99.2	99.2	100.0	100.0	1.0
HPB8_RS00725	HP1325	fumarate hydratase	NC_000915	complement(1384217..1385608)	0	945.266	98.5	99.8	100.0	100.0	1.0
HPB8_RS00730	HP1324	hypothetical protein	NC_000915	complement(1383944..1384195)	2.4e-51	151.754	89.2	91.6	100.0	100.0	1.0
HPB8_RS00735	HP1323	ribonuclease HII	NC_000915	complement(1383299..1383928)	1.6e-131	364.385	92.2	95.6	100.0	97.6	1.0
HPB8_RS00740	HP1322	hypothetical protein	NC_000915	1382720..1383325	2.2e-133	368.237	91.7	95.3	100.0	95.5	1.0
HPB8_RS00745	HP1321	ATP-binding protein	NC_000915	1381381..1382514	0	680.633	94.2	96.4	100.0	96.0	1.0
HPB8_RS00750	HP1320	30S ribosomal protein S10	NC_000915	complement(1380902..1381216)	1.2e-72	207.223	100.0	100.0	100.0	100.0	1.0
HPB8_RS00755	HP1319	50S ribosomal protein L3	NC_000915	complement(1380290..1380865)	2.5e-144	395.201	100.0	100.0	100.0	100.0	1.0
HPB8_RS00760	HP1318	50S ribosomal protein L4	NC_000915	complement(1379608..1380255)	5.7e-161	439.499	99.1	99.1	100.0	100.0	1.0
HPB8_RS00765	HP1317	50S ribosomal protein L23	NC_000915	complement(1379323..1379604)	2.2e-64	185.267	100.0	100.0	100.0	100.0	1.0
HPB8_RS00770	HP1316	50S ribosomal protein L2	NC_000915	complement(1378476..1379306)	0	560.836	99.6	100.0	100.0	100.0	1.0
HPB8_RS00775	HP1315	30S ribosomal protein S19	NC_000915	complement(1378184..1378465)	8.0e-67	191.43	98.9	100.0	100.0	100.0	1.0
HPB8_RS00780	HP1314	50S ribosomal protein L22	NC_000915	complement(1377806..1378174)	1.5e-84	238.81	98.4	99.2	100.0	100.0	1.0
HPB8_RS00785	HP1313	30S ribosomal protein S3	NC_000915	complement(1377098..1377802)	3.3e-167	456.833	98.3	98.7	100.0	100.0	1.0
HPB8_RS00790	HP1312	50S ribosomal protein L16	NC_000915	complement(1376670..1377095)	6.7e-104	288.886	100.0	100.0	100.0	100.0	1.0
HPB8_RS00795	HP1311	50S ribosomal protein L29	NC_000915	complement(1376483..1376683)	2.3e-43	130.183	100.0	100.0	100.0	100.0	1.0
HPB8_RS00800	HP1310	30S ribosomal protein S17	NC_000915	complement(1376210..1376470)	6.4e-59	171.014	100.0	100.0	100.0	100.0	1.0
HPB8_RS00805	HP1309	50S ribosomal protein L14	NC_000915	complement(1375839..1376207)	3.4e-86	242.662	100.0	100.0	100.0	100.0	1.0
HPB8_RS00810	HP1308	50S ribosomal protein L24	NC_000915	complement(1375618..1375839)	1.2e-46	139.043	98.6	100.0	100.0	100.0	1.0
HPB8_RS00815	HP1307	50S ribosomal protein L5	NC_000915	complement(1375060..1375605)	2.9e-130	358.992	97.8	99.4	100.0	100.0	1.0
HPB8_RS00820	HP1306	30S ribosomal protein S14	NC_000915	complement(1374865..1375050)	5.1e-42	126.331	100.0	100.0	100.0	100.0	1.0
HPB8_RS00825	HP1305	30S ribosomal protein S8	NC_000915	complement(1374460..1374855)	6.4e-95	265.388	100.0	100.0	100.0	100.0	1.0
HPB8_RS00830	HP1304	50S ribosomal protein L6	NC_000915	complement(1373913..1374449)	6.4e-130	357.836	98.9	100.0	100.0	100.0	1.0
HPB8_RS00835	HP1303	50S ribosomal protein L18	NC_000915	complement(1373543..1373899)	6.9e-83	234.187	98.3	99.2	100.0	100.0	1.0
HPB8_RS00840	HP1302	30S ribosomal protein S5	NC_000915	complement(1373085..1373528)	1.1e-103	288.886	99.3	99.3	100.0	100.0	1.0
HPB8_RS00845	HP1301	50S ribosomal protein L15	NC_000915	complement(1372664..1373065)	4.2e-95	266.159	100.0	100.0	100.0	100.0	1.0
HPB8_RS00850	HP1300	preprotein translocase subunit SecY	NC_000915	complement(1371359..1372621)	0	825.854	100.0	100.0	100.0	100.0	1.0
HPB8_RS00855	HP1299	methionine aminopeptidase	NC_000915	complement(1370598..1371359)	0	506.138	98.0	98.4	100.0	100.0	1.0
HPB8_RS00860	HP1298	translation initiation factor IF-1	NC_000915	complement(1370380..1370598)	2.5e-50	148.288	100.0	100.0	100.0	100.0	1.0
HPB8_RS00865	HP1297	50S ribosomal protein L36	NC_000915	complement(1370188..1370301)	4.1e-21	72.0182	97.3	97.3	100.0	100.0	1.0
HPB8_RS00870	HP1296	30S ribosomal protein S13	NC_000915	complement(1369822..1370184)	4.0e-85	239.965	100.0	100.0	100.0	100.0	1.0
HPB8_RS00875	HP1295	30S ribosomal protein S11	NC_000915	complement(1369404..1369799)	1.4e-93	262.307	98.5	99.2	100.0	100.0	1.0
HPB8_RS00880	HP1294	30S ribosomal protein S4	NC_000915	complement(1368768..1369394)	2.4e-154	422.165	100.0	100.0	100.0	100.0	1.0
HPB8_RS00885	HP1293	DNA-directed RNA polymerase subunit alpha	NC_000915	complement(1367722..1368756)	0	687.952	99.1	99.4	100.0	100.0	1.0
HPB8_RS00890	HP1292	50S ribosomal protein L17	NC_000915	complement(1367372..1367722)	1.4e-83	235.728	100.0	100.0	100.0	100.0	1.0
HPB8_RS00895	HP1291	thiamine pyrophosphokinase	NC_000915	1366051..1366665	1.1e-147	404.831	98.5	99.5	99.5	99.5	1.0
HPB8_RS00900	HP1290	nicotinamide mononucleotide transporter PnuC	NC_000915	1365401..1366063	9.0e-155	424.091	97.7	98.2	100.0	100.0	1.0
HPB8_RS00905	HP1289	membrane protein	NC_000915	1364730..1365215	2.6e-109	304.294	92.5	95.0	100.0	100.0	1.0
HPB8_RS00910	HP1288	hypothetical protein	NC_000915	1364308..1364706	2.6e-43	134.035	75.0	77.7	100.0	84.8	1.0
HPB8_RS00915	HP1287	aminopyrimidine aminohydrolase	NC_000915	complement(1363131..1363784)	8.9e-160	436.417	95.9	97.2	100.0	100.0	1.0
HPB8_RS00920	HP1286	hypothetical protein	NC_000915	1362519..1363067	1.0e-123	342.428	91.2	96.7	100.0	100.0	1.0
HPB8_RS00925	HP1285	hypothetical protein	NC_000915	complement(1361657..1362349)	3.8e-169	461.84	97.0	98.7	93.9	100.0	1.0
HPB8_RS00930	HP1284	heptosyltransferase	NC_000915	complement(1360547..1361587)	0	668.692	95.6	97.1	97.2	98.6	1.0
HPB8_RS00935	HP1282	anthranilate synthase component I	NC_000915	complement(1357267..1358769)	0	999.194	96.0	98.4	100.0	100.0	1.0
HPB8_RS00940	HP1281	anthranilate synthase component II	NC_000915	complement(1356686..1357270)	4.0e-137	377.481	95.3	97.4	100.0	99.5	1.0
HPB8_RS00945	HP1280	anthranilate phosphoribosyltransferase	NC_000915	complement(1355682..1356689)	0	625.55	95.8	97.6	100.0	100.0	1.0
HPB8_RS00950	HP1279	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	NC_000915	complement(1354331..1355689)	0	827.395	93.1	95.6	100.0	100.0	1.0
HPB8_RS00955	HP1278	tryptophan synthase subunit beta	NC_000915	complement(1353148..1354329)	0	795.808	98.7	99.2	100.0	100.0	1.0
HPB8_RS00960	HP1277	tryptophan synthase subunit alpha	NC_000915	complement(1352363..1353151)	1.1e-175	480.33	89.7	92.7	100.0	100.0	1.0
HPB8_RS00965	HP1276	hypothetical protein	NC_000915	1351731..1352015	2.4e-08	44.2838	35.5	47.9	96.8	93.6	1.0
HPB8_RS00970	HP1275	phosphomannomutase	NC_000915	1350206..1351585	0	908.286	96.7	98.0	100.0	99.8	1.0
HPB8_RS00975	HP1274	hypothetical protein	NC_000915	1347799..1350204	0	1524.61	95.8	97.9	100.0	98.8	1.0
HPB8_RS00980	HP1273	NADH-quinone oxidoreductase subunit N	NC_000915	1346337..1347809	0	979.934	99.0	99.6	100.0	100.0	1.0
HPB8_RS00985	HP1272	NADH-quinone oxidoreductase subunit M	NC_000915	1344812..1346350	0	991.104	97.9	99.0	100.0	100.0	1.0
HPB8_RS00990	HP1271	NADH-quinone oxidoreductase subunit L	NC_000915	1342970..1344808	0	1211.82	98.7	99.3	100.0	100.0	1.0
HPB8_RS00995	HP1270	NADH-quinone oxidoreductase subunit K	NC_000915	1342665..1342967	3.4e-67	192.971	99.0	100.0	100.0	100.0	1.0
HPB8_RS01000	HP1269	NADH-quinone oxidoreductase subunit J	NC_000915	1342120..1342668	4.5e-129	355.91	98.9	100.0	100.0	100.0	1.0
HPB8_RS01005	HP1268	NADH-quinone oxidoreductase subunit I	NC_000915	1341465..1342127	4.8e-167	455.292	98.6	99.5	100.0	100.0	1.0
HPB8_RS01010	HP1267	NADH-quinone oxidoreductase subunit H	NC_000915	1340465..1341454	0	652.129	99.7	100.0	100.0	100.0	1.0
HPB8_RS01015	HP1266	NADH-quinone oxidoreductase subunit G	NC_000915	1337934..1340468	0	1684.46	96.3	97.7	100.0	100.0	1.0
HPB8_RS01020	HP1265	hypothetical protein	NC_000915	1336951..1337937	0	622.468	93.0	98.5	100.0	100.0	1.0
HPB8_RS01025	HP1264	hypothetical protein	NC_000915	1336718..1336948	5.0e-53	155.221	100.0	100.0	100.0	100.0	1.0
HPB8_RS01030	HP1263	NADH-quinone oxidoreductase subunit D	NC_000915	1335492..1336721	0	847.425	99.3	99.8	100.0	100.0	1.0
