query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPG27_RS00360	HPB8_RS07125	urease accessory protein UreG	NC_014256	1468393..1468992	1.5e-148	406.757	100.0	100.0	100.0	100.0	1.0
HPG27_RS00370	HPB8_RS07115	urease accessory protein UreE	NC_014256	1467076..1467588	6.2e-125	344.739	98.8	100.0	100.0	100.0	1.0
HPG27_RS00375	HPB8_RS07110	acid-activated urea channel	NC_014256	1466487..1467074	1.6e-139	383.645	97.9	100.0	100.0	100.0	1.0
HPG27_RS00380	HPB8_RS07105	urease subunit alpha	NC_014256	1464585..1466294	0	1168.3	99.3	99.5	100.0	100.0	1.0
HPG27_RS00385	HPB8_RS07100	urease subunit alpha	NC_014256	1463865..1464581	3.1e-177	482.641	100.0	100.0	99.6	100.0	1.0
HPG27_RS00395	HPB8_RS07090	signal peptidase II	NC_014256	1463048..1463521	6.0e-104	290.426	96.2	98.1	100.0	100.0	1.0
HPG27_RS00400	HPB8_RS07085	phosphoglucosamine mutase	NC_014256	1461717..1463054	0	895.96	98.2	99.3	100.0	100.0	1.0
HPG27_RS00405	HPB8_RS07080	30S ribosomal protein S20	NC_014256	complement(1461358..1461627)	8.6e-58	168.318	97.8	100.0	100.0	100.0	1.0
HPG27_RS00410	HPB8_RS07075	peptide chain release factor 1	NC_014256	complement(1460176..1461234)	0	700.664	98.9	99.4	100.0	100.0	1.0
HPG27_RS00420	HPB8_RS07065	hypothetical protein	NC_014256	complement(1459000..1459623)	4.9e-152	416.001	99.0	99.0	100.0	100.0	1.0
HPG27_RS00425	HPB8_RS07055	hypothetical protein	NC_014256	complement(1456974..1458746)	0	829.321	88.7	90.6	93.8	93.4	1.0
HPG27_RS00435	HPB8_RS07045	30S ribosomal protein S9	NC_014256	1454123..1454512	1.4e-92	259.61	99.2	99.2	100.0	100.0	1.0
HPG27_RS00440	HPB8_RS07040	50S ribosomal protein L13	NC_014256	1453701..1454126	1.5e-103	288.115	99.3	99.3	100.0	100.0	1.0
HPG27_RS00445	HPB8_RS07035	hypothetical protein	NC_014256	1453203..1453391	4.7e-35	108.997	90.3	96.8	100.0	100.0	1.0
HPG27_RS00450	HPB8_RS07030	malate:quinone oxidoreductase	NC_014256	1451844..1453196	0	925.235	99.6	100.0	100.0	100.0	1.0
HPG27_RS00455	HPB8_RS07025	hypothetical protein	NC_014256	1450417..1451790	0	917.146	96.9	97.8	100.0	100.0	1.0
HPG27_RS00460	HPB8_RS07020	RNA polymerase sigma factor RpoD	NC_014256	1448357..1450396	0	1309.66	96.8	98.1	100.0	100.0	1.0
HPG27_RS00465	HPB8_RS07015	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	NC_014256	1447467..1448162	4.7e-167	456.062	98.3	98.7	100.0	100.0	1.0
HPG27_RS00470	HPB8_RS07010	malonyl CoA-acyl carrier protein transacylase	NC_014256	1446527..1447456	0	632.484	99.0	100.0	100.0	100.0	1.0
HPG27_RS00485	HPB8_RS06995	DNA methylase N-4	NC_014256	complement(1444228..1445052)	0	515.383	95.5	98.9	97.1	98.2	1.0
HPG27_RS00490	HPB8_RS06990	hypothetical protein	NC_014256	1443768..1444208	3.1e-109	302.753	97.3	99.3	100.0	100.0	1.0
HPG27_RS00495	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00500	HPB8_RS06980	hypothetical protein	NC_014256	1442681..1443211	4.8e-121	335.109	95.5	97.2	100.0	100.0	1.0
HPG27_RS00505	HPB8_RS06975	2-hydroxyacid dehydrogenase	NC_014256	complement(1441664..1442608)	0	609.757	95.5	97.8	100.0	100.0	1.0
HPG27_RS00510	HPB8_RS06970	hypothetical protein	NC_014256	1440737..1441450	1.2e-151	417.542	96.2	98.7	99.6	99.6	1.0
HPG27_RS00515	HPB8_RS06965	threonine synthase	NC_014256	1439172..1440632	0	951.044	96.3	97.5	100.0	100.0	1.0
HPG27_RS00520	HPB8_RS06960	chemotaxis protein	NC_014256	complement(1436941..1438968)	0	1315.06	97.0	98.2	100.0	100.0	1.0
HPG27_RS00525	HPB8_RS06955	hypothetical protein	NC_014256	complement(1435835..1436941)	0	724.546	96.2	98.4	100.0	100.0	1.0
HPG27_RS00530	HPB8_RS06950	hypothetical protein	NC_014256	complement(1434867..1435628)	5.1e-179	488.034	93.7	97.6	100.0	100.0	1.0
HPG27_RS00535	HPB8_RS06945	glycosyl transferase	NC_014256	1434102..1434884	0	509.99	95.8	98.5	100.0	100.0	1.0
HPG27_RS00540	HPB8_RS06940	chemotaxis protein	NC_014256	1432373..1434070	0	1108.59	96.8	97.9	100.0	100.0	1.0
HPG27_RS00545	HPB8_RS06935	bifunctional metallophosphatase/5'-nucleotidase	NC_014256	1430425..1432170	0	1086.25	96.0	97.8	100.0	100.0	1.0
HPG27_RS00550	HPB8_RS06930	S-ribosylhomocysteinase	NC_014256	1429809..1430276	6.9e-116	320.472	96.1	99.4	100.0	100.0	1.0
HPG27_RS00555	HPB8_RS06925	cystathionine beta-lyase	NC_014256	1428637..1429779	0	767.689	98.4	98.4	100.0	100.0	1.0
HPG27_RS00560	HPB8_RS06920	cysteine synthase	NC_014256	1427699..1428616	0	583.948	95.4	97.0	100.0	100.0	1.0
HPG27_RS00565	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00570	HPB8_RS06910	molecular chaperone DnaK	NC_014256	1424921..1426783	0	1236.86	99.4	99.7	100.0	100.0	1.0
HPG27_RS00575	HPB8_RS06905	nucleotide exchange factor GrpE	NC_014256	1424320..1424889	6.0e-126	348.977	93.2	95.3	100.0	100.0	1.0
HPG27_RS00580	HPB8_RS06900	HrcA family transcriptional regulator	NC_014256	1423490..1424320	0	531.561	95.3	96.7	100.0	100.0	1.0
HPG27_RS00585	HPB8_RS06895	hypothetical protein	NC_014256	complement(1422641..1423279)	8.0e-160	436.417	99.1	99.1	100.0	100.0	1.0
HPG27_RS00590	HPB8_RS06890	hypothetical protein	NC_014256	complement(1422324..1422620)	4.1e-63	182.57	91.8	95.9	100.0	100.0	1.0
HPG27_RS00595	HPB8_RS06885	motility accessory factor	NC_014256	1420429..1422312	0	1259.2	98.4	99.2	100.0	100.0	1.0
HPG27_RS00600	HPB8_RS06880	flagellin B	NC_014256	1418824..1420368	0	1016.53	99.8	99.8	100.0	100.0	1.0
HPG27_RS00605	HPB8_RS06875	DNA topoisomerase I	NC_014256	complement(1416448..1418658)	0	1466.44	97.6	98.6	100.0	100.0	1.0
HPG27_RS00610	HPB8_RS06870	radical SAM protein	NC_014256	complement(1415520..1416455)	0	582.408	94.2	96.1	100.0	100.0	1.0
HPG27_RS00615	HPB8_RS06865	hypothetical protein	NC_014256	1414212..1415381	0	588.956	79.4	85.8	99.5	95.1	1.0
HPG27_RS00620	HPB8_RS06860	phosphoenolpyruvate synthase	NC_014256	1411683..1414115	0	1667.9	99.4	100.0	99.8	100.0	1.0
HPG27_RS00625	HPB8_RS06855	hypothetical protein	NC_014256	complement(1411366..1411464)	2.4e-19	67.3958	100.0	100.0	100.0	100.0	1.0
HPG27_RS00630	HPB8_RS06850	threonine--tRNA ligase	NC_014256	complement(1409488..1411326)	0	1230.31	97.7	99.0	100.0	100.0	1.0
HPG27_RS00635	HPB8_RS06845	translation initiation factor IF-3	NC_014256	complement(1408880..1409491)	4.0e-147	403.29	97.5	98.0	100.0	100.0	1.0
HPG27_RS00640	HPB8_RS06840	50S ribosomal protein L35	NC_014256	complement(1408705..1408899)	5.2e-42	126.716	100.0	100.0	100.0	100.0	1.0
HPG27_RS00645	HPB8_RS06835	50S ribosomal protein L20	NC_014256	complement(1408260..1408610)	6.4e-82	231.491	98.3	99.1	100.0	100.0	1.0
HPG27_RS00650	HPB8_RS06830	membrane protein	NC_014256	complement(1407200..1408060)	0	586.645	99.3	100.0	100.0	100.0	1.0
HPG27_RS00655	HPB8_RS06825	hypothetical protein	NC_014256	complement(1407029..1407148)	1.1e-15	58.5362	73.2	82.9	100.0	100.0	1.0
HPG27_RS00660	HPB8_RS06820	hypothetical protein	NC_014256	complement(1406418..1406852)	1.2e-92	260.766	95.1	97.2	100.0	100.0	1.0
HPG27_RS00665	HPB8_RS06815	hypothetical protein	NC_014256	complement(1405144..1406004)	0	527.324	95.5	97.9	100.0	100.0	1.0
HPG27_RS00670	HPB8_RS06800	L-serine ammonia-lyase	NC_014256	1403148..1404515	0	892.108	96.3	98.5	100.0	100.0	1.0
HPG27_RS00675	HPB8_RS06795	HAAAP family serine/threonine permease	NC_014256	1401907..1403148	0	816.994	98.5	99.0	100.0	100.0	1.0
HPG27_RS00680	HPB8_RS06790	phospho-2-dehydro-3-deoxyheptonate aldolase	NC_014256	complement(1400376..1401725)	0	920.228	97.8	99.1	100.0	100.0	1.0
HPG27_RS00685	HPB8_RS06785	hypothetical protein	NC_014256	complement(1399952..1400086)	2.0e-28	90.8929	100.0	100.0	100.0	100.0	1.0
HPG27_RS00690	HPB8_RS06780	peroxiredoxin	NC_014256	1399262..1399720	6.6e-112	310.071	98.7	100.0	100.0	100.0	1.0
HPG27_RS00695	HPB8_RS06775	lactate utilization protein C	NC_014256	1398617..1399252	1.5e-153	420.239	98.1	99.1	100.0	100.0	1.0
HPG27_RS00700	HPB8_RS06770	hypothetical protein	NC_014256	1397179..1398624	0	986.482	98.8	99.4	100.0	100.0	1.0
HPG27_RS00705	HPB8_RS06765	oxidoreductase	NC_014256	1396421..1397149	0	502.286	100.0	100.0	100.0	100.0	1.0
HPG27_RS00710	HPB8_RS06760	lactate permease	NC_014256	complement(1394551..1396200)	0	1062.75	98.9	99.6	100.0	100.0	1.0
HPG27_RS00715	HPB8_RS06755	lactate permease	NC_014256	complement(1392846..1394501)	0	1060.83	98.5	98.9	100.0	100.0	1.0
HPG27_RS00720	HPB8_RS06750	DNA glycosylase	NC_014256	1391953..1392822	0	565.074	95.8	96.9	100.0	100.0	1.0
HPG27_RS00725	HPB8_RS06745	ABC transporter permease	NC_014256	1390387..1391835	0	865.914	95.6	96.9	100.0	100.0	1.0
HPG27_RS00730	HPB8_RS06740	cytochrome c oxidase, cbb3-type subunit I	NC_014256	complement(1388751..1390217)	0	977.237	99.6	100.0	100.0	100.0	1.0
HPG27_RS00735	HPB8_RS06735	cytochrome c oxidase, cbb3-type subunit II	NC_014256	complement(1388040..1388738)	6.0e-177	481.1	99.1	100.0	100.0	100.0	1.0
HPG27_RS00740	HPB8_RS06730	cytochrome c oxidase, cbb3-type, CcoQ subunit	NC_014256	complement(1387811..1388029)	1.3e-47	141.354	93.1	98.6	100.0	100.0	1.0
HPG27_RS00745	HPB8_RS06725	cytochrome c oxidase, cbb3-type subunit III	NC_014256	complement(1386931..1387809)	0	602.053	99.3	99.7	100.0	100.0	1.0
HPG27_RS00750	HPB8_RS06720	hypothetical protein	NC_014256	complement(1386714..1386920)	2.9e-46	137.502	100.0	100.0	100.0	100.0	1.0
HPG27_RS00755	HPB8_RS06715	hypothetical protein	NC_014256	complement(1386029..1386613)	4.6e-115	321.627	89.8	92.4	100.0	100.0	1.0
HPG27_RS00765	HPB8_RS06705	membrane protein	NC_014256	complement(1384579..1385346)	2.0e-177	484.182	98.0	98.8	100.0	100.0	1.0
HPG27_RS00770	HPB8_RS06700	hypothetical protein	NC_014256	1383719..1384582	0	572.778	97.2	99.0	100.0	100.0	1.0
HPG27_RS00775	HPB8_RS06695	DNA recombination/repair protein RecA	NC_014256	complement(1382577..1383620)	0	697.582	99.4	100.0	100.0	100.0	1.0
HPG27_RS00780	HPB8_RS06690	phosphopyruvate hydratase	NC_014256	complement(1381284..1382564)	0	859.366	98.6	99.5	100.0	100.0	1.0
HPG27_RS00785	HPB8_RS06685	hypothetical protein	NC_014256	complement(1381016..1381291)	1.2e-60	175.637	97.8	98.9	100.0	100.0	1.0
HPG27_RS00790	HPB8_RS06680	AMIN domain-containing protein	NC_014256	complement(1380402..1380998)	2.0e-145	398.667	99.0	99.0	100.0	100.0	1.0
HPG27_RS00795	HPB8_RS06675	shikimate kinase	NC_014256	complement(1379909..1380397)	6.8e-113	313.538	96.9	98.8	100.0	100.0	1.0
HPG27_RS00800	HPB8_RS06670	membrane protein	NC_014256	complement(1378932..1379888)	0	644.81	99.1	100.0	100.0	100.0	1.0
HPG27_RS00805	HPB8_RS06665	LPS 1,2-glucosyltransferase	NC_014256	1377818..1378927	0	655.21	87.8	91.1	99.2	100.0	1.0
HPG27_RS00810	HPB8_RS06660	Sel1 repeat protein HcpD	NC_014256	complement(1376746..1377666)	0	606.675	96.4	98.4	100.0	100.0	1.0
HPG27_RS00820	HPB8_RS06655	transcriptional regulator	NC_014256	1375496..1376218	7.3e-176	479.174	98.3	99.6	100.0	100.0	1.0
HPG27_RS00825	HPB8_RS06650	delta-aminolevulinic acid dehydratase	NC_014256	1374524..1375495	0	644.04	97.2	98.1	100.0	100.0	1.0
HPG27_RS00830	HPB8_RS06645	two-component sensor histidine kinase	NC_014256	1373168..1374514	0	884.404	97.1	98.4	100.0	100.0	1.0
HPG27_RS00835	HPB8_RS06640	DNA-binding response regulator	NC_014256	1372465..1373142	2.0e-163	446.432	99.1	99.1	100.0	100.0	1.0
HPG27_RS00840	HPB8_RS06635	hypothetical protein	NC_014256	1371753..1372229	4.7e-83	237.654	91.8	93.7	100.0	100.0	1.0
HPG27_RS00845	HPB8_RS06630	hypothetical protein	NC_014256	1371499..1371762	2.4e-57	167.162	94.3	97.7	100.0	100.0	1.0
HPG27_RS00850	HPB8_RS06625	protease	NC_014256	1370184..1371452	0	856.67	99.0	99.3	98.6	99.5	1.0
HPG27_RS00855	HPB8_RS06620	chemotaxis protein	NC_014256	1369450..1370181	7.6e-153	421.009	95.9	97.1	100.0	100.0	1.0
HPG27_RS00860	HPB8_RS06615	peptide chain release factor 2	NC_014256	1368284..1369375	0	734.947	98.6	98.9	100.0	100.0	1.0
HPG27_RS00865	HPB8_RS06610	molybdopterin molybdenumtransferase MoeA	NC_014256	1367048..1368223	0	761.525	96.2	98.0	100.0	100.0	1.0
HPG27_RS00870	HPB8_RS06605	flagellar biosynthesis protein FliR	NC_014256	1366271..1367038	6.9e-180	490.73	98.4	99.6	100.0	100.0	1.0
HPG27_RS00875	HPB8_RS06600	peptidase	NC_014256	1365549..1366277	8.0e-169	461.455	97.5	97.9	100.0	100.0	1.0
HPG27_RS00880	HPB8_RS06590	peptidyl-prolyl cis-trans isomerase	NC_014256	complement(1364176..1365075)	0	598.971	98.3	99.3	100.0	100.0	1.0
HPG27_RS00885	HPB8_RS06585	fructose-bisphosphate aldolase	NC_014256	complement(1363236..1364159)	0	617.076	98.0	99.7	100.0	100.0	1.0
HPG27_RS00890	HPB8_RS06580	elongation factor P	NC_014256	complement(1362651..1363214)	2.8e-139	382.104	99.5	100.0	100.0	100.0	1.0
HPG27_RS00895	HPB8_RS06575	pseudaminic acid synthase	NC_014256	1361082..1362104	0	667.152	96.5	98.5	100.0	100.0	1.0
HPG27_RS00900	HPB8_RS06570	ABC transporter ATP-binding protein	NC_014256	1360437..1361078	1.4e-150	412.92	95.8	98.6	100.0	100.0	1.0
HPG27_RS00905	HPB8_RS06565	apolipoprotein N-acyltransferase	NC_014256	1359164..1360444	0	781.556	95.9	98.1	98.6	98.4	1.0
HPG27_RS00910	HPB8_RS06560	hypothetical protein	NC_014256	complement(1358239..1358940)	2.1e-166	454.521	95.7	98.7	100.0	100.0	1.0
HPG27_RS00915	HPB8_RS06555	lysine--tRNA ligase	NC_014256	complement(1356724..1358229)	0	1011.52	98.2	99.4	100.0	100.0	1.0
HPG27_RS00920	HPB8_RS06550	serine hydroxymethyltransferase	NC_014256	complement(1355474..1356724)	0	847.81	98.8	99.0	100.0	100.0	1.0
HPG27_RS00925	HPB8_RS06545	ABC transporter	NC_014256	complement(1354921..1355463)	2.0e-135	372.089	98.9	100.0	100.0	100.0	1.0
HPG27_RS00930	HPB8_RS06540	hypothetical protein	NC_014256	complement(1354102..1354899)	2.5e-172	472.626	94.4	95.9	100.0	100.0	1.0
HPG27_RS00935	-	-	-	-	-	0	0	0	0	0	0
HPG27_RS00940	HPB8_RS06535	hypothetical protein	NC_014256	1352171..1353706	0	707.212	86.0	91.6	100.0	81.2	1.0
HPG27_RS00945	HPB8_RS06535	hypothetical protein	NC_014256	1352171..1353706	1.6e-46	151.369	93.8	95.0	84.2	15.7	0.0
HPG27_RS00955	HPB8_RS06525	hypothetical protein	NC_014256	complement(1351314..1351847)	7.6e-127	350.132	100.0	100.0	100.0	100.0	1.0
HPG27_RS00960	HPB8_RS06520	hypothetical protein	NC_014256	1349800..1351308	0	1018.45	99.0	99.4	100.0	100.0	1.0
HPG27_RS00965	HPB8_RS06515	fumarate reductase	NC_014256	1349041..1349778	0	508.064	99.6	100.0	100.0	100.0	1.0
HPG27_RS00970	HPB8_RS06510	fumarate reductase	NC_014256	1346904..1349048	0	1481.46	99.4	99.7	100.0	100.0	1.0
HPG27_RS00975	HPB8_RS06505	fumarate reductase cytochrome b subunit	NC_014256	1346127..1346894	0	514.612	100.0	100.0	100.0	100.0	1.0
HPG27_RS00980	HPB8_RS06500	triose-phosphate isomerase	NC_014256	complement(1345215..1345919)	1.4e-169	462.611	96.2	98.7	100.0	100.0	1.0
HPG27_RS00985	HPB8_RS06495	enoyl-[acyl-carrier-protein] reductase	NC_014256	complement(1344372..1345205)	0	541.962	98.5	99.3	98.9	98.2	1.0
HPG27_RS00990	HPB8_RS06490	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	NC_014256	complement(1343362..1344372)	0	673.7	98.2	99.4	100.0	100.0	1.0
HPG27_RS00995	HPB8_RS06485	S-adenosylmethionine synthase	NC_014256	complement(1342140..1343297)	0	782.711	97.7	99.2	100.0	100.0	1.0
HPG27_RS01000	HPB8_RS06480	nucleoside-diphosphate kinase	NC_014256	complement(1341660..1342073)	1.1e-96	270.396	97.1	99.3	100.0	100.0	1.0
HPG27_RS01005	HPB8_RS06475	hypothetical protein	NC_014256	complement(1341278..1341634)	3.0e-84	237.654	98.3	100.0	100.0	100.0	1.0
HPG27_RS01010	HPB8_RS06470	50S ribosomal protein L32	NC_014256	complement(1341116..1341262)	1.5e-30	96.6709	97.9	97.9	100.0	100.0	1.0
HPG27_RS01015	HPB8_RS06465	phosphate acyltransferase	NC_014256	complement(1340025..1341038)	0	675.626	98.2	99.1	100.0	100.0	1.0
HPG27_RS01020	HPB8_RS06460	3-oxoacyl-ACP synthase	NC_014256	complement(1339008..1340000)	0	669.848	98.8	99.4	100.0	100.0	1.0
HPG27_RS01030	HPB8_RS06450	hypothetical protein	NC_014256	1338039..1338422	1.4e-89	251.906	96.1	97.6	100.0	100.0	1.0
HPG27_RS01035	HPB8_RS06445	hypothetical protein	NC_014256	1334898..1338023	0	1601.26	78.5	84.8	99.7	97.9	1.0
